# omega(eV)     n     kappa     alpha(1/m)
8.09309309     0.64926610     1.82582855     149767663.27963513
8.10810811     0.64449731     1.82818875     150239485.78049949
8.12312312     0.63771462     1.82792401     150495910.09780645
8.13813814     0.62991889     1.82486924     150522122.52508089
8.15315315     0.62243475     1.81858879     150280847.12938011
8.16816817     0.61721686     1.80981726     149831428.86434177
8.18318318     0.61513966     1.80063109     149344949.96702674
8.19819820     0.61555243     1.79303027     148987406.19757774
8.21321321     0.61679448     1.78826440     148863543.38079089
8.22822823     0.61659433     1.78632100     148973615.44383493
8.24324324     0.61310493     1.78558408     149183896.47322881
8.25825826     0.60588419     1.78348821     149280206.77170062
8.27327327     0.59639365     1.77751998     149051168.90235025
8.28828829     0.58756366     1.76689590     148429196.81514585
8.30330330     0.58181686     1.75283319     147514603.52491736
8.31831832     0.58040930     1.73739591     146479839.90290475
8.33333333     0.58329643     1.72302424     145530381.08361867
8.34834835     0.58889930     1.71157218     144823589.33543473
8.36336336     0.59499348     1.70320061     144374434.29769358
8.37837838     0.60042861     1.69650963     144065444.99345845
8.39339339     0.60600917     1.69039954     143803835.44761026
8.40840841     0.61284976     1.68599337     143685580.13074729
8.42342342     0.61941251     1.68537582     143889438.20030430
8.43843844     0.62224948     1.68768094     144343076.34070185
8.45345345     0.62046927     1.68911638     144722902.46242899
8.46846847     0.61657071     1.68723558     144818526.92461026
8.48348348     0.61313687     1.68249946     144668066.59908730
8.49849850     0.61105117     1.67628548     144388867.31796744
8.51351351     0.61033671     1.66953527     144061506.63929707
8.52852853     0.61074246     1.66295874     143747104.86610630
8.54354354     0.61147947     1.65694068     143479060.46459794
8.55855856     0.61179896     1.65069845     143189738.62468779
8.57357357     0.61241090     1.64314481     142784558.64545843
8.58858859     0.61464230     1.63446016     142278626.99371928
8.60360360     0.61921264     1.62559544     141754348.34216926
8.61861862     0.62624267     1.61764314     141307075.61357281
8.63363363     0.63557777     1.61159805     141024274.28279307
8.64864865     0.64659539     1.60907065     141047987.09817630
8.66366366     0.65658083     1.61103062     141464967.83983842
8.67867868     0.66295871     1.61526548     142082649.22915280
8.69369369     0.66630743     1.61880787     142640603.39530435
8.70870871     0.66855984     1.62067148     143051454.77072671
8.72372372     0.67132766     1.62096123     143323715.10627508
8.73873874     0.67637546     1.62066932     143544544.74142990
8.75375375     0.68447697     1.62274584     143975420.07922891
8.76876877     0.69300376     1.63017860     144882967.18520477
8.78378378     0.69771567     1.64242477     146221302.27205062
8.79879880     0.69645784     1.65620697     147700348.38653207
8.81381381     0.68965001     1.66805887     149011151.45777524
8.82882883     0.67965548     1.67563172     149942654.93451032
8.84384384     0.66963034     1.67876976     150478942.21607479
8.85885886     0.66168465     1.67936048     150787464.12724271
8.87387387     0.65593609     1.67980455     151082976.07666844
8.88888889     0.65103537     1.68173003     151512087.74487031
8.90390390     0.64468023     1.68531621     152091655.59391358
8.91891892     0.63533654     1.68837278     152624440.22064093
8.93393393     0.62433610     1.68868298     152909471.86760980
8.94894895     0.61350110     1.68637253     152956900.62171182
8.96396396     0.60335286     1.68202014     152818107.88764024
8.97897898     0.59429429     1.67562806     152492366.65591204
8.99399399     0.58746257     1.66723671     151982429.18193936
9.00900901     0.58437973     1.65844464     151433348.81607863
9.02402402     0.58434374     1.65222786     151117134.56299394
9.03903904     0.58420427     1.64951305     151119860.24188623
9.05405405     0.58180956     1.64824318     151254357.93580267
9.06906907     0.57776578     1.64595219     151294608.30544630
9.08408408     0.57424247     1.64218033     151197815.89539063
9.09909910     0.57230581     1.63861396     151118825.64629573
9.11411411     0.57088423     1.63665944     151187646.34742585
9.12912913     0.56853002     1.63606591     151381801.96451738
9.14414414     0.56470258     1.63578986     151605201.17018020
9.15915916     0.55977214     1.63500711     151781477.59313771
9.17417417     0.55415925     1.63368627     151907482.07326087
9.18918919     0.54760841     1.63161261     151962969.96084872
9.20420420     0.54046812     1.62771772     151847925.34072042
9.21921922     0.53446794     1.62168640     151532064.69077000
9.23423423     0.53096564     1.61509757     151162189.85447109
9.24924925     0.52942630     1.60999082     150929247.68734238
9.26426426     0.52795477     1.60718136     150910461.70708498
9.27927928     0.52488332     1.60560924     151007191.46401757
9.29429429     0.52038674     1.60366215     151068119.62332603
9.30930931     0.51541459     1.60126924     151086390.42201087
9.32432432     0.50948851     1.59890211     151106369.49071777
9.33933934     0.50180628     1.59536996     151015349.64970618
9.35435435     0.49350445     1.58888766     150643547.29261860
9.36936937     0.48709418     1.57946589     149990632.72204787
9.38438438     0.48407683     1.56924860     149259183.92418930
9.39939940     0.48365044     1.56062872     148676806.83057681
9.41441441     0.48348250     1.55417654     148298646.06994063
9.42942943     0.48229956     1.54803017     147947748.32332143
9.44444444     0.48167311     1.54064829     147476712.23484427
9.45945946     0.48356870     1.53333567     147010069.95235661
9.47447447     0.48752812     1.52854058     146782955.27550146
9.48948949     0.49138864     1.52722876     146889403.75571844
9.50450450     0.49318137     1.52871057     147264570.24258420
9.51951952     0.49178453     1.53148025     147764447.48130363
9.53453454     0.48693218     1.53372622     148214558.03002009
9.54954955     0.47947232     1.53350467     148426523.44550315
9.56456456     0.47161277     1.53004881     148324882.48149386
9.57957958     0.46488547     1.52445711     148014814.68462685
9.59459460     0.45942141     1.51763844     147583727.11029229
9.60960961     0.45556333     1.50992423     147063339.83101073
9.62462462     0.45387115     1.50239210     146558367.01347679
9.63963964     0.45356910     1.49679125     146239791.93902808
9.65465465     0.45223333     1.49341122     146136828.90049276
9.66966967     0.44834505     1.49001419     146031170.98546344
9.68468469     0.44319171     1.48424594     145691723.37276068
9.69969970     0.43918869     1.47611682     145118420.66251642
9.71471471     0.43722993     1.46732055     144476954.15801308
9.72972973     0.43659731     1.45874706     143854779.31784147
9.74474475     0.43708855     1.45013808     143226490.34490335
9.75975976     0.43926375     1.44175608     142618033.58742759
9.77477477     0.44325326     1.43456921     142125429.51355773
9.78978979     0.44841882     1.42951499     141842248.00043553
9.80480480     0.45367818     1.42695569     141805464.07867733
9.81981982     0.45803447     1.42670400     141997573.46224362
9.83483484     0.46066680     1.42827035     142370829.85456622
9.84984985     0.46097151     1.43094176     142854883.88172489
9.86486486     0.45839201     1.43382475     143360906.08455783
9.87987988     0.45269331     1.43526370     143723204.65335020
9.89489490     0.44515631     1.43342968     143757696.11437893
9.90990991     0.43810189     1.42795297     143425752.13304609
9.92492492     0.43330581     1.41995476     142838494.69318557
9.93993994     0.43158544     1.41113007     142165537.29705554
9.95495495     0.43261919     1.40345566     141605956.25985286
9.96996997     0.43469457     1.39805010     141273306.65716603
9.98498499     0.43617836     1.39425739     141102236.33305249
10.00000000     0.43691156     1.39085060     140969126.47027940
10.01501501     0.43749314     1.38753338     140844071.05431411
10.03003003     0.43797419     1.38462314     140759379.80275539
10.04504505     0.43797469     1.38200677     140703721.15946931
10.06006006     0.43753808     1.37923281     140631198.67211422
10.07507508     0.43700230     1.37618898     140530274.22789249
10.09009009     0.43655065     1.37301473     140415084.29003114
10.10510510     0.43615681     1.36990014     140305039.01202318
10.12012012     0.43552562     1.36682931     140198535.29084393
10.13513514     0.43461256     1.36325453     140039328.67607820
10.15015015     0.43416418     1.35885507     139794193.41423926
10.16516516     0.43494879     1.35425441     139526989.48571539
10.18018018     0.43681957     1.35052748     139348537.23564193
10.19519520     0.43884024     1.34806012     139299106.87672281
10.21021021     0.44043174     1.34644313     139336925.38895667
10.22522523     0.44149876     1.34538576     139432249.89540216
10.24024024     0.44181771     1.34469009     139564792.68470395
10.25525525     0.44124566     1.34383493     139680546.01044160
10.27027027     0.44013505     1.34215207     139709881.63148153
10.28528529     0.43950901     1.33946973     139634511.85536137
10.30030030     0.44007320     1.33675783     139555240.01865989
10.31531531     0.44129303     1.33487922     139562263.35533723
10.33033033     0.44271536     1.33380839     139653292.60330093
10.34534535     0.44420263     1.33384774     139860403.58961686
10.36036036     0.44490487     1.33520561     140205979.01779789
10.37537538     0.44407073     1.33711360     140609819.55716702
10.39039039     0.44192155     1.33858681     140968451.94118136
10.40540540     0.43921214     1.33943920     141262059.80187634
10.42042042     0.43600439     1.34009383     141535040.99092332
10.43543544     0.43188752     1.34018910     141749058.74038857
10.45045045     0.42741904     1.33901898     141829074.07038581
10.46546546     0.42353025     1.33691933     141810137.49451751
10.48048048     0.42025493     1.33471532     141779474.59839475
10.49549550     0.41708660     1.33264276     141762125.37228078
10.51051051     0.41379962     1.33050747     141737462.31074822
10.52552553     0.41026694     1.32814188     141687580.97919652
10.54054054     0.40664542     1.32499607     141553626.44590852
10.55555556     0.40388999     1.32113778     141342488.21788985
10.57057057     0.40223548     1.31764141     141168951.91510201
10.58558559     0.40093776     1.31515038     141102214.51806724
10.60060060     0.39910426     1.31359943     141135722.22312781
10.61561562     0.39609909     1.31217591     141182468.88483700
10.63063063     0.39239809     1.30984736     141131267.70891228
10.64564565     0.38901456     1.30676251     140997755.25977546
10.66066066     0.38589216     1.30364324     140859584.31897110
10.67567568     0.38260127     1.30031905     140698290.88920125
10.69069069     0.37944050     1.29650594     140483008.67656460
10.70570571     0.37655890     1.29252984     140248881.31374460
10.72072072     0.37363935     1.28823917     139979361.13204840
10.73573574     0.37116601     1.28321218     139628416.38164204
10.75075075     0.36977177     1.27795478     139250834.56549552
10.76576577     0.36935604     1.27314587     138920589.92452285
10.78078078     0.36960927     1.26919054     138682150.82572719
10.79579580     0.37000429     1.26640499     138570505.20961633
10.81081081     0.36986418     1.26465557     138571542.80832624
10.82582583     0.36882393     1.26353588     138641146.10216245
10.84084084     0.36660185     1.26264769     138735844.37077418
10.85585586     0.36303196     1.26123841     138772937.67582384
10.87087087     0.35867896     1.25846937     138659781.85638785
10.88588589     0.35451750     1.25424714     138385447.44936490
10.90090090     0.35115709     1.24899861     137996436.17558011
10.91591592     0.34889859     1.24331155     137557310.63702741
10.93093093     0.34751829     1.23777821     137133483.23905638
10.94594595     0.34664794     1.23237339     136722230.89440128
10.96096096     0.34649100     1.22700303     136313161.38094676
10.97597598     0.34721807     1.22209760     135954179.99361160
10.99099099     0.34856928     1.21811007     135695958.34195319
11.00600601     0.35008510     1.21535191     135573659.26109543
11.02102102     0.35094416     1.21383850     135589564.46715266
11.03603604     0.35049412     1.21269290     135646149.34141132
11.05105105     0.34930380     1.21092270     135632426.04585469
11.06606607     0.34832937     1.20881475     135580282.63356668
11.08108108     0.34734602     1.20721002     135584014.20655799
11.09609610     0.34550046     1.20593090     135623878.03545833
11.11111111     0.34265145     1.20414216     135605960.51192945
11.12612613     0.33929950     1.20118989     135456288.61674023
11.14114114     0.33638161     1.19690098     135154784.37757730
11.15615616     0.33474453     1.19197514     134779955.16064256
11.17117117     0.33427399     1.18753689     134458834.08307871
11.18618619     0.33404052     1.18396723     134234841.01480073
11.20120120     0.33350725     1.18073730     134048329.39343604
11.21621622     0.33285749     1.17736097     133844192.65266155
11.23123123     0.33258892     1.17372391     133609348.07651690
11.24624625     0.33317962     1.17039616     133408653.91714656
11.26126126     0.33422065     1.16819758     133335828.22133075
11.27627628     0.33491435     1.16723266     133403328.44717099
11.29129129     0.33468104     1.16732472     133591497.80938506
11.30630631     0.33277675     1.16806482     133853957.63599108
11.32132132     0.32865759     1.16824413     134052293.82804042
11.33633634     0.32296893     1.16622089     133997613.48519492
11.35135135     0.31768955     1.16128460     133607167.96637310
11.36636637     0.31472508     1.15463959     133018369.19273241
11.38138138     0.31421889     1.14836319     132470069.54758596
11.39639640     0.31498372     1.14356712     132090849.47504014
11.41141141     0.31587228     1.14027021     131883561.90459405
11.42642643     0.31617529     1.13799414     131793495.81075333
11.44144144     0.31566969     1.13611576     131748855.72972342
11.45645646     0.31448621     1.13417058     131695886.63750598
11.47147147     0.31287179     1.13192773     131607716.18032363
11.48648649     0.31104729     1.12929012     131472904.85530719
11.50150150     0.30927008     1.12621181     131285917.36843850
11.51651652     0.30787907     1.12284592     131064424.86774929
11.53153153     0.30699455     1.11969819     130867404.94270326
11.54654655     0.30612809     1.11720661     130746217.14933991
11.56156156     0.30456976     1.11510306     130669740.41711919
11.57657658     0.30218563     1.11252028     130536393.88147911
11.59159159     0.29982558     1.10882249     130271262.96624140
11.60660661     0.29861581     1.10461956     129945582.13724460
11.62162162     0.29844364     1.10141039     129735677.46145241
11.63663664     0.29770624     1.09981544     129715182.24373490
11.65165165     0.29498783     1.09860920     129740106.35517085
11.66666667     0.29058169     1.09588825     129585552.39463645
11.68168168     0.28619854     1.09078749     129148403.16606650
11.69669670     0.28344162     1.08414691     128527154.40274650
11.71171171     0.28248808     1.07745399     127897670.25702591
11.72672673     0.28258306     1.07137960     127339665.04457203
11.74174174     0.28326693     1.06579457     126838048.55626343
11.75675676     0.28464711     1.06070163     126393370.73164578
11.77177177     0.28657466     1.05659527     126064853.38127711
11.78678679     0.28832335     1.05358946     125866562.47892290
11.80180180     0.28946872     1.05113967     125733866.26976769
11.81681682     0.29020798     1.04873686     125606050.27731416
11.83183183     0.29104745     1.04638125     125483165.14118180
11.84684685     0.29208335     1.04475330     125446934.27828389
11.86186186     0.29234867     1.04422585     125542515.29511821
11.87687688     0.29095758     1.04380658     125650959.13869201
11.89189189     0.28846805     1.04216694     125612184.53866246
11.90690691     0.28624621     1.03923977     125417529.83868040
11.92192192     0.28472948     1.03605030     125190287.76860525
11.93693694     0.28325024     1.03299973     124978881.62881206
11.95195195     0.28159323     1.02950846     124713159.85085744
11.96696697     0.28044042     1.02532606     124362549.07171957
11.98198198     0.28041362     1.02110424     124005876.22277673
11.99699700     0.28126640     1.01792599     123774812.81527215
12.01201201     0.28175760     1.01626541     123727553.40292585
12.02702703     0.28073514     1.01525065     123758515.16174559
12.04204204     0.27831172     1.01351184     123700794.76857983
12.05705706     0.27546597     1.01047807     123484296.60741983
12.07207207     0.27290738     1.00640995     123140316.39865360
12.08708709     0.27088033     1.00155225     122698368.64242688
12.10210210     0.26975776     0.99608308     122179938.12200812
12.11711712     0.26985740     0.99058593     121656407.64771934
12.13213213     0.27092371     0.98579455     121217987.22196566
12.14714715     0.27227964     0.98194218     120893718.38527471
12.16216216     0.27347594     0.97878707     120654226.29616469
12.17717718     0.27437560     0.97600436     120459736.40892200
12.19219219     0.27509976     0.97340600     120287180.75301473
12.20720721     0.27568443     0.97106785     120146028.45381118
12.22222222     0.27599359     0.96892638     120028528.43725009
12.23723724     0.27607149     0.96690856     119925713.02716389
12.25225225     0.27574114     0.96505482     119842659.93192421
12.26726727     0.27483796     0.96295651     119728633.82208094
12.28228228     0.27376572     0.96027275     119541087.99176791
12.29729730     0.27290110     0.95720126     119304399.67315236
12.31231231     0.27220833     0.95393807     119042853.27526267
12.32732733     0.27171226     0.95038245     118743777.20630418
12.34234234     0.27172220     0.94654078     118407836.17584999
12.35735736     0.27255954     0.94276821     118079378.76789038
12.37237237     0.27424578     0.93974585     117843850.05585872
12.38738739     0.27612410     0.93820304     117793161.85000320
12.40240240     0.27688635     0.93805895     117917828.73071438
12.41741742     0.27579667     0.93801060     118054501.45039839
12.43243243     0.27355842     0.93685287     118051368.20364891
12.44744745     0.27116083     0.93459231     117908748.54792367
12.46246246     0.26882077     0.93156222     117668239.15721771
12.47747748     0.26670256     0.92763439     117313275.25387904
12.49249249     0.26540668     0.92293945     116859986.27112933
12.50750751     0.26516493     0.91822077     116402259.78678574
12.52252252     0.26539329     0.91389236     115992629.77840348
12.53753754     0.26586295     0.90940108     115560985.95954429
12.55255255     0.26752348     0.90470452     115101858.06917670
12.56756757     0.27068250     0.90133374     114810175.50914174
12.58258258     0.27362069     0.90028009     114812972.50088163
12.59759760     0.27478005     0.90030792     114953534.66214712
12.61261261     0.27458055     0.89990570     115039129.09124641
12.62762763     0.27392741     0.89895429     115054312.45491193
12.64264264     0.27291634     0.89771223     115031962.80283955
12.65765766     0.27151976     0.89595165     114942712.78336501
12.67267267     0.27010813     0.89342761     114754866.57006767
12.68768769     0.26928140     0.89025126     114482368.16304877
12.70270270     0.26942582     0.88717627     114221951.28738996
12.71771772     0.26996505     0.88501345     114078178.65789600
12.73273273     0.26995282     0.88358616     114028668.66405548
12.74774775     0.26917098     0.88215842     113978665.99595512
12.76276276     0.26789381     0.88033578     113877146.76980038
12.77777778     0.26635489     0.87791118     113697113.18670279
12.79279279     0.26498616     0.87465215     113408147.61243755
12.80780781     0.26457059     0.87081767     113043491.05365317
12.82282282     0.26532640     0.86749931     112744744.44850478
12.83783784     0.26627916     0.86542996     112607504.76657759
12.85285285     0.26641302     0.86405377     112559933.93028072
12.86786787     0.26585494     0.86237164     112472043.47492531
12.88288288     0.26548606     0.86022651     112323184.70735365
12.89789790     0.26570844     0.85851510     112230370.68126959
12.91291291     0.26554248     0.85802917     112297425.04372044
12.92792793     0.26370527     0.85799843     112423976.45266251
12.94294294     0.26025345     0.85689507     112409808.62376818
12.95795796     0.25638489     0.85387540     112143625.37975807
12.97297297     0.25338565     0.84933998     111677222.62695393
12.98798799     0.25156776     0.84424369     111135607.34870845
13.00300300     0.25071410     0.83903145     110577159.80212149
13.01801802     0.25075899     0.83397097     110037147.92444338
13.03303303     0.25146279     0.82935304     109554056.32801181
13.04804805     0.25259794     0.82513643     109122632.49511731
13.06306306     0.25428911     0.82143470     108758094.90487213
13.07807808     0.25624060     0.81875210     108527520.14643693
13.09309309     0.25763572     0.81695492     108413626.42481460
13.10810811     0.25832661     0.81522126     108307626.47983542
13.12312312     0.25897573     0.81325106     108169635.19669476
13.13813814     0.25997535     0.81162765     108077224.42647095
13.15315315     0.26077890     0.81098596     108115195.97709134
13.16816817     0.26043014     0.81102557     108243901.58827402
13.18318318     0.25872718     0.81076553     108332580.47659078
13.19819820     0.25618498     0.80958080     108297485.40646698
13.21321321     0.25340327     0.80734323     108121029.96213625
13.22822823     0.25083105     0.80424113     107827983.15520464
13.24324324     0.24863080     0.80060719     107462605.90405896
13.25825826     0.24665562     0.79661587     107048097.65628366
13.27327327     0.24484183     0.79200138     106548539.45497051
13.28828829     0.24379623     0.78655690     105935790.14085048
13.30330330     0.24415832     0.78102508     105309608.35766852
13.31831832     0.24550162     0.77644148     104809740.52478307
13.33333333     0.24672556     0.77296731     104458404.61578578
13.34834835     0.24713467     0.76976645     104142988.92137872
13.36336336     0.24713986     0.76581889     103725461.57155755
13.37837838     0.24784453     0.76105294     103195763.02972214
13.39339339     0.24978666     0.75635552     102673917.44327095
13.40840841     0.25259858     0.75251788     102267485.19153547
13.42342342     0.25565554     0.74975039     102005482.47099863
13.43843844     0.25849681     0.74794348     101873472.97213402
13.45345345     0.26074290     0.74685874     101839386.25924484
13.46846847     0.26219474     0.74598014     101833109.67477733
13.48348348     0.26316781     0.74482952     101789389.89674988
13.49849850     0.26413811     0.74341591     101709341.31964031
13.51351351     0.26534853     0.74205812     101636505.97501554
13.52852853     0.26669366     0.74115280     101625300.63493554
13.54354354     0.26778466     0.74086843     101699055.65660928
13.55855856     0.26821000     0.74107507     101840201.18741700
13.57357357     0.26766447     0.74137001     101993557.29121006
13.58858859     0.26619063     0.74115133     102076264.14610645
13.60360360     0.26428295     0.73994249     102022382.01182102
13.61861862     0.26277748     0.73781738     101841658.52955969
13.63363363     0.26200454     0.73567350     101657694.64849116
13.64864865     0.26120729     0.73403652     101543200.84349878
13.66366366     0.25981156     0.73239010     101426900.26255356
13.67867868     0.25796948     0.73018026     101231987.17817265
13.69369369     0.25605699     0.72708964     100914156.37060575
13.70870871     0.25474073     0.72306030     100464954.21981536
13.72372372     0.25461629     0.71871826     99971030.93635295
13.73873874     0.25548585     0.71496262     99557440.80252233
13.75375375     0.25655451     0.71209402     99266362.75799921
13.76876877     0.25727482     0.70966067     99035150.80406472
13.78378378     0.25780137     0.70716317     98794236.79336350
13.79879880     0.25846942     0.70460193     98543648.13007273
13.81381381     0.25936599     0.70216251     98309335.04115812
13.82882883     0.26046565     0.69997545     98109652.58541909
13.84384384     0.26173198     0.69820881     97968292.60221712
13.85885886     0.26287385     0.69708772     97917074.81512196
13.87387387     0.26339625     0.69637994     97923633.80813245
13.88888889     0.26334563     0.69550500     97906445.36626729
13.90390390     0.26319753     0.69437890     97853598.03874385
13.91891892     0.26302194     0.69332999     97811296.40025599
13.93393393     0.26257432     0.69235265     97778784.21137789
13.94894895     0.26191668     0.69123463     97726084.69505954
13.96396396     0.26125912     0.69010070     97670792.76991023
13.97897898     0.26041196     0.68923354     97652953.36718024
13.99399399     0.25896091     0.68850433     97654415.56131294
14.00900901     0.25678273     0.68749687     97616147.41922334
14.02402402     0.25399409     0.68585386     97487236.75991808
14.03903904     0.25085946     0.68324618     97220559.70738208
14.05405405     0.24788907     0.67954927     96797935.53257884
14.06906907     0.24543981     0.67501726     96255103.45559894
14.08408408     0.24358894     0.66973389     95603636.07564357
14.09909910     0.24277241     0.66366866     94838831.64995944
14.11411411     0.24357240     0.65740563     94043886.53710537
14.12912913     0.24584769     0.65194064     93361317.85943170
14.14414414     0.24881632     0.64769868     92852416.46659280
14.15915916     0.25194386     0.64454427     92498298.36981016
14.17417417     0.25489013     0.64229292     92272953.50230579
14.18918919     0.25752265     0.64055225     92120368.53553313
14.20420420     0.26017163     0.63918047     92020360.66807131
14.21921922     0.26296978     0.63863556     92039101.75258429
14.23423423     0.26534537     0.63937551     92243045.56635132
14.24924925     0.26637627     0.64114620     92596075.59245217
14.26426426     0.26563198     0.64300424     92962273.15551731
14.27927928     0.26342106     0.64409548     93218060.74918105
14.29429429     0.26027295     0.64394239     93293903.03911711
14.30930931     0.25692366     0.64224582     93145844.85371365
14.32432432     0.25430046     0.63936090     92824739.91354352
14.33933934     0.25258520     0.63624841     92469685.18583478
14.35435435     0.25115467     0.63333426     92142538.10128960
14.36936937     0.24961349     0.63028863     91795354.99730138
14.38438438     0.24815171     0.62677811     91379468.29614136
14.39939940     0.24703921     0.62285141     90901773.49745305
14.41441441     0.24640106     0.61854995     90368132.35711443
14.42942943     0.24657459     0.61400336     89797331.74287950
14.44444444     0.24770536     0.60976826     89270749.14505114
14.45945946     0.24944371     0.60632043     88858256.33060227
14.47447447     0.25126570     0.60382420     88584317.45623873
14.48948949     0.25258404     0.60204054     88414266.48645267
14.50450450     0.25329844     0.60031178     88251742.17464918
14.51951952     0.25388293     0.59842108     88064861.58033925
14.53453454     0.25442512     0.59667130     87898163.70526187
14.54954955     0.25464422     0.59494425     87734285.61106029
14.56456456     0.25478672     0.59286306     87517605.01730905
14.57957958     0.25536303     0.59067130     87283950.76990286
14.59459460     0.25627509     0.58896142     87120911.80313693
14.60960961     0.25701045     0.58787237     87049279.97702181
14.62462462     0.25729546     0.58719661     87038578.40418956
14.63963964     0.25693723     0.58685334     87077007.54936163
14.65465465     0.25551159     0.58647132     87109574.96484213
14.66966967     0.25313088     0.58514636     87001826.16890556
14.68468469     0.25076894     0.58246404     86691650.45995842
14.69969970     0.24920688     0.57900144     86264405.55811308
14.71471471     0.24838743     0.57548195     85827621.53006738
14.72972973     0.24793250     0.57209337     85409311.11000626
14.74474475     0.24775320     0.56872790     84993422.80075783
14.75975976     0.24798984     0.56546547     84591924.91456735
14.77477477     0.24863003     0.56268834     84262105.60780767
14.78978979     0.24913792     0.56074940     84057088.08561774
14.80480480     0.24872159     0.55926702     83919989.20629975
14.81981982     0.24735082     0.55728951     83708068.06305662
14.83483484     0.24565605     0.55441378     83360490.38064121
14.84984985     0.24403914     0.55063809     82876583.77597658
14.86486486     0.24297325     0.54590964     82247983.22623269
14.87987988     0.24310952     0.54062515     81534083.37491980
14.89489490     0.24459100     0.53571923     80875729.03729902
14.90990991     0.24668138     0.53182280     80368432.92729782
14.92492492     0.24874773     0.52857983     79958799.22638482
14.93993994     0.25102638     0.52574027     79609266.79337582
14.95495495     0.25350527     0.52377541     79391451.12586337
14.96996997     0.25548016     0.52285065     79330850.11339404
14.98498499     0.25640052     0.52243660     79347534.19392593
15.00000000     0.25622026     0.52189259     79344333.98106043

