# omega(eV)     n     kappa     alpha(1/m)
8.10810811     0.70460207     1.72862368     142057286.34143078
8.12312312     0.71711405     1.72123788     141712270.63893780
8.13813814     0.72983472     1.71710489     141633310.88313365
8.15315315     0.74093133     1.71586409     141792092.22185752
8.16816817     0.75020908     1.71483679     141968171.59302932
8.18318318     0.76082092     1.71342023     142111652.22206908
8.19819820     0.77410956     1.71531590     142529923.74750575
8.21321321     0.78650985     1.72338469     143462650.99683669
8.22822823     0.79377455     1.73590588     144769151.48508292
8.24324324     0.79475829     1.74900563     146127800.84426647
8.25825826     0.79087691     1.75986667     147303054.28604499
8.27327327     0.78405322     1.76705646     148173766.98467678
8.28828829     0.77691174     1.76997051     148687481.00079378
8.30330330     0.77219319     1.77031531     148985860.34718648
8.31831832     0.77006628     1.77153848     149358399.69361314
8.33333333     0.76747554     1.77536009     149950780.97161251
8.34834835     0.76190866     1.77961838     150581274.70703968
8.36336336     0.75434607     1.78168463     151027253.90931097
8.37837838     0.74688293     1.78123440     151260164.98449162
8.39339339     0.74085027     1.77928166     151365118.61815959
8.40840841     0.73641166     1.77744854     151479673.29871774
8.42342342     0.73240320     1.77667371     151684021.05899400
8.43843844     0.72767539     1.77671308     151957769.79573834
8.45345345     0.72138746     1.77672491     152229170.57688683
8.46846847     0.71351055     1.77489943     152342875.61254972
8.48348348     0.70624044     1.76978083     152172869.35909429
8.49849850     0.70257364     1.76284256     151844566.17991075
8.51351351     0.70287848     1.75787446     151684153.13216746
8.52852853     0.70401056     1.75738180     151909088.37974685
8.54354354     0.70223403     1.76015283     152416484.57411310
8.55855856     0.69661341     1.76281091     152914927.34973595
8.57357357     0.68894248     1.76334995     153230039.69353029
8.58858859     0.68068173     1.76191870     153373804.04355499
8.60360360     0.67224965     1.75839006     153334237.73358142
8.61861862     0.66525228     1.75236688     153075689.38338077
8.63363363     0.66160911     1.74593301     152779370.33297670
8.64864865     0.65993599     1.74223564     152720969.94563302
8.66366366     0.65674472     1.74131457     152905230.73958617
8.67867868     0.65050288     1.74024912     153076511.77003321
8.69369369     0.64295850     1.73645752     153007254.67533383
8.70870871     0.63701237     1.73027269     152725601.27649051
8.72372372     0.63368097     1.72415887     152448343.52947778
8.73873874     0.63143753     1.72017332     152357728.67807955
8.75375375     0.62763947     1.71784279     152412739.05102268
8.76876877     0.62186600     1.71442564     152370466.44240803
8.78378378     0.61649696     1.70886591     152136404.48150086
8.79879880     0.61291377     1.70275133     151851169.14463839
8.81381381     0.61060624     1.69738335     151630768.38070944
8.82882883     0.60882254     1.69324023     151518339.24708405
8.84384384     0.60663643     1.69043536     151524604.77296618
8.85885886     0.60318612     1.68830567     151590640.60605988
8.87387387     0.59847945     1.68584053     151625856.29523948
8.88888889     0.59292167     1.68260924     151591297.97261405
8.90390390     0.58673958     1.67802836     151433962.00663969
8.91891892     0.58121925     1.67155245     151103926.13588396
8.93393393     0.57773046     1.66444286     150714540.32500142
8.94894895     0.57568028     1.65832451     150412896.54650462
8.96396396     0.57401485     1.65345823     150223146.73540899
8.97897898     0.57198442     1.64985401     150146770.70422131
8.99399399     0.56867481     1.64697331     150135252.59877181
9.00900901     0.56387697     1.64366001     150083357.58613238
9.02402402     0.55830916     1.63902940     149909968.36225989
9.03903904     0.55290175     1.63319065     149624486.09794673
9.05405405     0.54771608     1.62652325     149261184.07315674
9.06906907     0.54286914     1.61875504     148794667.83648008
9.08408408     0.53885184     1.60989329     148225103.29595450
9.09909910     0.53605867     1.59988216     147546841.00591242
9.11411411     0.53570285     1.58889385     146775264.10038745
9.12912913     0.53878505     1.57887725     146090253.67413071
9.14414414     0.54395774     1.57205161     145697932.13463503
9.15915916     0.54903095     1.56865240     145621617.50032419
9.17417417     0.55272155     1.56801084     145800685.61668432
9.18918919     0.55391239     1.56947642     146175811.88259211
9.20420420     0.55148199     1.57146968     146600609.75098217
9.21921922     0.54578036     1.57169051     146860397.15794742
9.23423423     0.53854700     1.56885258     146833972.61815271
9.24924925     0.53149296     1.56296932     146521198.10089070
9.26426426     0.52584940     1.55469954     145982544.68453109
9.27927928     0.52221792     1.54507598     145314052.11984113
9.29429429     0.52053368     1.53484170     144585098.53054687
9.30930931     0.52092558     1.52428102     143822233.45638573
9.32432432     0.52381377     1.51407341     143089520.74043703
9.33933934     0.52918596     1.50540839     142499720.60407674
9.35435435     0.53616799     1.49950954     142169546.00585690
9.36936937     0.54314371     1.49674144     142134880.29246846
9.38438438     0.54894239     1.49641738     142331837.80217904
9.39939940     0.55303072     1.49797473     142707933.17269278
9.41441441     0.55449767     1.50076953     143202578.96707389
9.42942943     0.55272017     1.50305574     143649469.38344672
9.44444444     0.54869018     1.50273159     143847181.87635964
9.45945946     0.54470746     1.49886358     143705024.03452486
9.47447447     0.54339520     1.49218451     143291748.89544439
9.48948949     0.54645424     1.48541917     142868142.62602779
9.50450450     0.55293499     1.48194045     142759085.71854800
9.51951952     0.55980470     1.48336939     143122484.74822992
9.53453454     0.56380638     1.48893585     143886155.36143565
9.54954955     0.56300810     1.49573732     144771056.01296169
9.56456456     0.55845629     1.50040376     145451053.93054107
9.57957958     0.55320743     1.50215540     145849464.48389813
9.59459460     0.54875954     1.50295666     146155987.15728155
9.60960961     0.54380828     1.50419021     146504858.35969916
9.62462462     0.53692351     1.50462619     146776302.75221494
9.63963964     0.52906842     1.50222356     146770540.64231962
9.65465465     0.52282685     1.49697628     146485685.74349144
9.66966967     0.51943431     1.49118230     146145653.27951032
9.68468469     0.51758590     1.48670512     145933113.31908572
9.69969970     0.51567899     1.48309599     145804549.06087208
9.71471471     0.51403124     1.47933079     145659519.37025332
9.72972973     0.51351290     1.47607268     145563351.09908798
9.74474475     0.51334855     1.47461259     145643776.65418303
9.75975976     0.51172967     1.47464136     145871035.10312280
9.77477477     0.50829101     1.47426942     146058602.40698054
9.78978979     0.50451280     1.47289370     146146458.79145378
9.80480480     0.50057241     1.47152887     146234977.66859064
9.81981982     0.49551811     1.46970168     146277064.33395043
9.83483484     0.49000004     1.46607531     146139250.46600106
9.84984985     0.48576618     1.46067854     145823589.04259366
9.86486486     0.48393514     1.45515364     145493474.40139878
9.87987988     0.48367744     1.45167517     145366602.20690313
9.89489490     0.48245105     1.45060371     145480067.64938596
9.90990991     0.47893932     1.44998865     145639049.52308100
9.92492492     0.47381632     1.44829879     145689724.88331071
9.93993994     0.46797657     1.44500509     145578306.04466152
9.95495495     0.46233529     1.43993424     145286573.91772613
9.96996997     0.45781757     1.43344797     144850269.75419617
9.98498499     0.45491674     1.42642163     144357335.61969894
10.00000000     0.45337783     1.41967606     143890719.87676126
10.01501501     0.45280301     1.41342082     143471822.65201798
10.03003003     0.45316897     1.40788321     143123975.08885637
10.04504505     0.45410449     1.40369298     142911619.73768002
10.06006006     0.45440352     1.40093558     142844085.93964830
10.07507508     0.45335268     1.39820929     142778890.04484680
10.09009009     0.45228289     1.39435356     142597358.13383922
10.10510510     0.45269141     1.39057881     142422946.56565118
10.12012012     0.45355495     1.38881968     142454132.91210061
10.13513514     0.45243129     1.38846246     142628793.96684289
10.15015015     0.44929602     1.38674866     142663786.26303431
10.16516516     0.44686832     1.38296310     142484806.07832727
10.18018018     0.44642336     1.37949552     142337483.55569538
10.19519520     0.44611682     1.37797195     142389985.93751839
10.21021021     0.44421084     1.37733606     142533886.78089759
10.22522523     0.44080779     1.37606287     142611544.79740852
10.24024024     0.43684855     1.37345328     142550111.77461058
10.25525525     0.43332188     1.36968517     142367465.33561862
10.27027027     0.43061332     1.36548332     142138522.83625129
10.28528529     0.42846976     1.36135661     141916133.66311261
10.30030030     0.42655826     1.35735810     141705872.87751347
10.31531531     0.42471299     1.35326149     141484138.70697618
10.33033033     0.42329697     1.34870995     141213525.44462007
10.34534535     0.42309984     1.34423625     140949688.41734478
10.36036036     0.42370533     1.34107004     140821785.47725219
10.37537538     0.42385839     1.33920565     140829817.51502189
10.39039039     0.42322368     1.33787934     140893948.23469552
10.40540540     0.42197099     1.33682973     140986855.77175412
10.42042042     0.41996408     1.33604540     141107463.05540010
10.43543544     0.41691164     1.33515504     141216616.44792604
10.45045045     0.41291899     1.33349337     141243801.36102641
10.46546546     0.40864250     1.33060500     141140361.43844643
10.48048048     0.40493138     1.32670822     140928924.67644286
10.49549550     0.40207825     1.32270288     140704753.81835875
10.51051051     0.39928019     1.31917338     140530054.26107880
10.52552553     0.39578236     1.31538991     140327187.46657261
10.54054054     0.39211742     1.31030800     139984452.22823250
10.55555556     0.38964665     1.30389721     139497998.49140453
10.57057057     0.38922046     1.29742458     139002968.62492755
10.58558559     0.39031966     1.29229365     138649920.41183981
10.60060060     0.39171841     1.28902689     138495599.36069751
10.61561562     0.39225282     1.28720901     138496176.15330148
10.63063063     0.39148351     1.28580174     138540439.83501053
10.64564565     0.38982719     1.28398883     138540508.23724180
10.66066066     0.38795857     1.28161244     138479140.57092199
10.67567568     0.38629468     1.27900690     138392254.92643046
10.69069069     0.38478466     1.27662588     138328903.80788252
10.70570571     0.38304830     1.27465326     138309142.44830784
10.72072072     0.38067145     1.27297171     138320407.54480135
10.73573574     0.37722212     1.27112995     138313728.78780767
10.75075075     0.37273813     1.26805213     138171803.79451811
10.76576577     0.36854795     1.26298034     137811367.72778514
10.78078078     0.36610634     1.25676997     137324977.33429772
10.79579580     0.36552140     1.25095455     136879912.40783390
10.81081081     0.36586904     1.24641862     136573273.90237594
10.82582583     0.36621822     1.24309257     136398009.18684801
10.84084084     0.36606275     1.24067712     136321785.46094102
10.85585586     0.36490054     1.23855107     136276670.40164721
10.87087087     0.36318347     1.23564727     136145212.72777867
10.88588589     0.36227474     1.23218615     135951382.19199491
10.90090090     0.36222820     1.22965753     135859525.06032005
10.91591592     0.36165589     1.22845407     135913511.19989896
10.93093093     0.35996188     1.22764308     136010612.25872290
10.94594595     0.35746145     1.22683897     136108230.30219102
10.96096096     0.35399527     1.22610387     136213269.81257746
10.97597598     0.34912171     1.22496490     136273157.33589050
10.99099099     0.34287824     1.22245653     136180147.66546646
11.00600601     0.33603467     1.21766398     135831573.27769771
11.02102102     0.33002250     1.21020323     135183493.49504358
11.03603604     0.32650697     1.20085155     134321631.83527997
11.05105105     0.32615604     1.19153295     133460629.47596905
11.06606607     0.32807197     1.18390862     132786819.14421281
11.08108108     0.33090614     1.17841686     132350200.55977015
11.09609610     0.33384174     1.17488739     132132599.43995339
11.11111111     0.33629063     1.17336052     132139448.00070825
11.12612613     0.33710270     1.17373379     132360107.27616239
11.14114114     0.33508160     1.17470947     132648905.52582176
11.15615616     0.33046720     1.17419140     132769098.61311764
11.17117117     0.32506871     1.17102120     132588845.22065759
11.18618619     0.32074595     1.16584872     132180615.65008275
11.20120120     0.31793449     1.16028670     131726586.18168540
11.21621622     0.31566060     1.15517283     131321810.62390040
11.23123123     0.31319374     1.14997863     130906335.01567599
11.24624625     0.31086574     1.14404892     130405439.97822255
11.26126126     0.30948228     1.13747831     129829589.21029767
11.27627628     0.30935436     1.13116746     129281426.88456033
11.29129129     0.30980804     1.12575022     128833610.06654756
11.30630631     0.31030205     1.12098113     128458419.55999276
11.32132132     0.31083868     1.11680734     128150086.29064201
11.33633634     0.31098170     1.11344717     127933965.55320431
11.35135135     0.30995133     1.11040407     127753302.73647791
11.36636637     0.30772444     1.10641357     127462569.40749744
11.38138138     0.30555675     1.10059734     126960013.19432247
11.39639640     0.30500569     1.09360089     126319363.47238490
11.41141141     0.30631395     1.08702544     125725275.24209699
11.42642643     0.30851708     1.08172669     125277044.83823407
11.44144144     0.31078167     1.07759281     124962282.98167931
11.45645646     0.31274696     1.07429932     124743847.27197495
11.47147147     0.31426875     1.07158679     124591956.47999053
11.48648649     0.31528294     1.06925990     124484137.04351830
11.50150150     0.31576483     1.06719935     124406656.74662487
11.51651652     0.31552632     1.06535177     124353407.67834644
11.53153153     0.31423047     1.06323510     124268147.24658048
11.54654655     0.31225227     1.05998655     124049777.47978118
11.56156156     0.31062574     1.05551441     123687037.68070407
11.57657658     0.30987287     1.05050312     123259675.75073241
11.59159159     0.30987102     1.04557978     122841121.13090020
11.60660661     0.31011718     1.04097381     122458403.77314146
11.62162162     0.31035745     1.03626975     122062730.18407105
11.63663664     0.31103837     1.03132135     121636806.03443100
11.65165165     0.31224068     1.02661141     121237537.10323992
11.66666667     0.31349811     1.02217050     120868645.99314091
11.68168168     0.31485386     1.01752562     120474254.46456900
11.69669670     0.31682679     1.01269817     120056803.88440259
11.71171171     0.31959253     1.00815084     119671136.28363149
11.72672673     0.32293119     1.00424433     119360249.58944570
11.74174174     0.32654129     1.00099256     119126093.16665955
11.75675676     0.33045542     0.99830096     118957696.80585349
11.77177177     0.33473236     0.99644169     118887788.07008994
11.78678679     0.33906473     0.99562632     118942023.46891646
11.80180180     0.34329476     0.99582117     119116848.91238183
11.81681682     0.34736521     0.99731561     119447385.03494117
11.83183183     0.35064463     1.00061174     119994435.36648616
11.84684685     0.35178192     1.00550983     120734843.05125053
11.86186186     0.34991574     1.01045517     121482420.43428335
11.87687688     0.34581578     1.01392392     122053756.40663943
11.89189189     0.34051668     1.01572835     122425546.75304843
11.90690691     0.33425642     1.01575757     122583650.27188663
11.92192192     0.32771422     1.01336338     122448933.44596480
11.93693694     0.32228748     1.00865066     122032976.39662966
11.95195195     0.31889549     1.00273961     121470420.33704054
11.96696697     0.31744023     0.99694972     120920761.12758298
11.98198198     0.31707048     0.99195888     120466379.05527474
11.99699700     0.31711283     0.98757167     120083876.11694284
12.01201201     0.31755599     0.98355547     119745207.04842995
12.02702703     0.31833102     0.98004003     119466358.85751794
12.04204204     0.31926730     0.97687487     119229192.28395545
12.05705706     0.32068893     0.97398612     119024840.88560906
12.07207207     0.32282709     0.97197986     118927587.97108135
12.08708709     0.32517733     0.97161117     119030340.40824792
12.10210210     0.32669085     0.97319642     119372652.05886571
12.11711712     0.32602815     0.97634553     119907507.07370175
12.13213213     0.32211087     0.97957096     120452705.21508852
12.14714715     0.31523049     0.98066478     120736448.22341296
12.16216216     0.30729423     0.97822949     120585494.17988579
12.17717718     0.30040371     0.97259256     120038648.06230533
12.19219219     0.29576204     0.96493671     119240599.90087053
12.20720721     0.29388201     0.95672790     118371808.10820709
12.22222222     0.29428088     0.94951636     117624056.27356376
12.23723724     0.29566140     0.94398180     117082105.64116949
12.25225225     0.29692727     0.93979371     116705679.14101949
12.26726727     0.29768387     0.93616692     116397766.07833648
12.28228228     0.29833228     0.93256495     116091838.05622497
12.29729730     0.29933284     0.92937331     115835957.95188938
12.31231231     0.30013461     0.92717866     115703520.93470828
12.32732733     0.29984965     0.92554254     115640201.57780923
12.34234234     0.29838473     0.92346678     115521385.56225562
12.35735736     0.29639995     0.92023994     115257769.42105508
12.37237237     0.29484897     0.91585168     114847528.18783388
12.38738739     0.29438776     0.91094256     114370557.22920214
12.40240240     0.29504177     0.90650847     113951805.10717191
12.41741742     0.29582213     0.90324087     113678513.04126054
12.43243243     0.29560210     0.90040413     113458519.66641963
12.44744745     0.29468490     0.89671246     113129803.53565201
12.46246246     0.29426165     0.89188575     112656593.54742384
12.47747748     0.29521267     0.88677096     112145482.58563250
12.49249249     0.29724642     0.88258920     111750951.81272355
12.50750751     0.29926532     0.87966685     111514803.82855591
12.52252252     0.30049014     0.87740774     111361944.61936855
12.53753754     0.30094481     0.87490400     111177312.50152206
12.55255255     0.30135692     0.87180095     110915671.65311444
12.56756757     0.30219062     0.86848472     110625929.82540192
12.58258258     0.30339272     0.86530681     110352820.13216919
12.59759760     0.30486982     0.86241271     110114980.10130602
12.61261261     0.30647477     0.85999986     109937779.46520156
12.62762763     0.30783454     0.85808055     109823011.66880301
12.64264264     0.30875976     0.85632544     109728700.16031416
12.65765766     0.30935902     0.85448679     109623137.11665937
12.67267267     0.30979475     0.85246289     109493219.67711921
12.68768769     0.31020000     0.85025387     109338880.83982033
12.70270270     0.31072165     0.84781970     109154882.20940199
12.71771772     0.31170381     0.84536390     108967353.79333326
12.73273273     0.31303120     0.84357101     108864628.93718655
12.74774775     0.31376728     0.84258541     108865662.27958764
12.76276276     0.31337789     0.84147029     108849643.18272859
12.77777778     0.31245156     0.83932582     108699973.49518365
12.79279279     0.31201991     0.83613293     108413713.07103409
12.80780781     0.31270270     0.83272963     108099166.03310986
12.82282282     0.31405860     0.83006747     107879905.87039664
12.83783784     0.31512711     0.82807678     107747206.41048591
12.85285285     0.31575045     0.82595244     107596488.90041897
12.86786787     0.31657712     0.82339503     107388644.63749607
12.88288288     0.31804136     0.82088564     107186290.31492844
12.89789790     0.31993229     0.81891059     107053026.60037003
12.91291291     0.32194685     0.81757434     107002764.50257708
12.92792793     0.32387323     0.81694833     107045160.06568928
12.94294294     0.32538209     0.81708491     107187404.06627628
12.95795796     0.32600761     0.81779104     107404490.59533171
12.97297297     0.32550282     0.81848829     107620624.63967845
12.98798799     0.32409157     0.81860720     107760839.37035383
13.00300300     0.32222414     0.81789680     107791793.47486766
13.01801802     0.32026814     0.81638146     107716324.22174130
13.03303303     0.31848643     0.81411754     107541510.28162609
13.04804805     0.31716122     0.81127034     107288869.61371124
13.06306306     0.31640439     0.80809239     106991571.11991934
13.07807808     0.31631232     0.80477666     106675042.29390834
13.09309309     0.31691918     0.80170151     106389430.53094485
13.10810811     0.31789130     0.79920609     106179903.51496269
13.12312312     0.31876745     0.79723854     106039827.85821070
13.13813814     0.31931319     0.79541115     105917818.26591870
13.15315315     0.31978711     0.79330385     105757935.25707006
13.16816817     0.32073174     0.79103150     105575382.90512256
13.18318318     0.32225069     0.78919119     105449868.18970236
13.19819820     0.32386667     0.78816207     105432305.30019034
13.21321321     0.32501702     0.78777369     105500238.19807869
13.22822823     0.32557344     0.78750459     105584045.78117049
13.24324324     0.32584386     0.78715084     105656409.20379558
13.25825826     0.32587235     0.78683367     105733579.85900298
13.27327327     0.32556737     0.78637800     105792021.27927470
13.28828829     0.32517685     0.78560517     105807608.19307816
13.30330330     0.32497649     0.78459542     105791016.06664598
13.31831832     0.32521790     0.78362737     105779743.85570495
13.33333333     0.32580558     0.78324290     105847042.98330778
13.34834835     0.32618343     0.78367789     106025089.87859763
13.36336336     0.32588904     0.78472736     106286497.64674088
13.37837838     0.32464300     0.78608918     106590579.05691652
13.39339339     0.32223478     0.78731092     106876057.81839243
13.40840841     0.31874758     0.78773528     107053544.25418517
13.42342342     0.31482507     0.78680900     107047402.83398746
13.43843844     0.31138935     0.78476620     106888903.11261989
13.45345345     0.30858652     0.78240108     106685831.89457861
13.46846847     0.30595933     0.77992194     106466475.11646995
13.48348348     0.30342476     0.77702149     106188787.75266063
13.49849850     0.30136459     0.77361404     105840853.00259599
13.51351351     0.30008511     0.77011188     105478908.63836566
13.52852853     0.29934954     0.76704711     105175872.82449904
13.54354354     0.29861967     0.76444781     104935798.80384877
13.55855856     0.29768284     0.76195364     104709381.98565187
13.57357357     0.29675400     0.75925534     104454121.07579701
13.58858859     0.29625562     0.75654617     104196543.15731545
13.60360360     0.29602793     0.75442975     104019868.32878856
13.61861862     0.29530198     0.75294543     103929798.58414631
13.63363363     0.29370277     0.75131502     103819089.49838935
13.64864865     0.29181590     0.74887986     103596558.60353215
13.66366366     0.29037135     0.74592165     103300850.74106555
13.67867868     0.28936781     0.74305604     103017081.31013724
13.69369369     0.28832779     0.74046880     102771074.69465801
13.70870871     0.28693196     0.73773785     102504312.77841151
13.72372372     0.28559689     0.73438986     102150892.65552267
13.73873874     0.28496835     0.73078638     101760875.39518033
13.75375375     0.28484197     0.72770753     101442896.54534802
13.76876877     0.28436126     0.72518200     101201197.06554891
13.78378378     0.28322536     0.72230987     100910307.47766420
13.79879880     0.28235489     0.71850483     100488069.17467175
13.81381381     0.28256700     0.71465110     100057855.60974944
13.82882883     0.28308345     0.71166645     99748281.11660135
13.84384384     0.28299682     0.70890216     99468717.14755659
13.85885886     0.28279606     0.70544993     99091679.88289911
13.87387387     0.28346678     0.70150841     98644788.89660043
13.88888889     0.28524314     0.69805778     98265801.68690932
13.90390390     0.28747081     0.69569523     98039097.70283633
13.91891892     0.28953362     0.69434743     97954831.15543179
13.93393393     0.29107794     0.69372992     97973290.83799405
13.94894895     0.29206217     0.69349413     98045530.47052880
13.96396396     0.29263165     0.69364493     98172412.57534225
13.97897898     0.29243727     0.69439750     98384599.96326341
13.99399399     0.29082157     0.69523929     98609672.69107114
14.00900901     0.28795936     0.69512491     98699236.49170202
14.02402402     0.28478921     0.69363934     98593864.32671899
14.03903904     0.28202544     0.69119989     98352309.98115458
14.05405405     0.27969151     0.68832268     98047657.94914310
14.06906907     0.27762533     0.68507891     97689859.38915420
14.08408408     0.27589902     0.68136556     97264041.13168061
14.09909910     0.27486411     0.67716267     96767138.86694209
14.11411411     0.27501111     0.67296831     96270176.13215098
14.12912913     0.27611924     0.66980752     95919948.20639500
14.14414414     0.27701345     0.66804746     95769565.76820415
14.15915916     0.27682789     0.66687313     95702704.05894777
14.17417417     0.27580219     0.66529408     95577341.77306509
14.18918919     0.27473044     0.66315344     95370735.29197276
14.20420420     0.27386350     0.66099411     95160786.60987152
14.21921922     0.27276515     0.65903859     94979553.24698718
14.23423423     0.27116816     0.65684693     94763655.40831599
14.24924925     0.26943847     0.65404809     94459401.10447045
14.26426426     0.26796794     0.65075554     94082917.56669487
14.27927928     0.26694367     0.64724152     93673377.76298144
14.29429429     0.26626945     0.64381737     93275790.23705073
14.30930931     0.26574380     0.64049706     92892219.54392879
14.32432432     0.26537199     0.63726036     92519777.24497770
14.33933934     0.26510970     0.63424736     92178860.84730114
14.35435435     0.26463391     0.63150088     91875803.44152546
14.36936937     0.26374706     0.62855188     91542415.18033381
14.38438438     0.26298369     0.62503785     91125751.15737917
14.39939940     0.26289682     0.62149248     90703445.23162282
14.41441441     0.26303456     0.61871010     90391529.72291322
14.42942943     0.26233819     0.61649022     90161032.84032556
14.44444444     0.26055890     0.61360680     89832715.63133229
14.45945946     0.25882404     0.60933578     89300165.76692338
14.47447447     0.25807350     0.60441472     88670950.26027064
14.48948949     0.25801202     0.59961214     88057637.39846899
14.50450450     0.25823367     0.59482136     87444596.05223703
14.51951952     0.25894129     0.58985584     86804383.12490653
14.53453454     0.26035845     0.58502066     86181859.10635670
14.54954955     0.26227835     0.58061538     85621259.37194119
14.56456456     0.26453290     0.57658689     85114939.97139083
14.57957958     0.26724058     0.57301723     84675195.80899519
14.59459460     0.27028526     0.57030518     84361224.44507687
14.60960961     0.27308492     0.56862308     84198938.98872574
14.62462462     0.27517464     0.56751002     84120488.58415461
14.63963964     0.27679354     0.56655238     84064760.08539763
14.65465465     0.27807302     0.56603266     84073786.01484093
14.66966967     0.27839366     0.56604747     84162129.08380190
14.68468469     0.27722871     0.56576083     84205610.28569971
14.69969970     0.27511946     0.56413503     84049484.40283300
14.71471471     0.27311450     0.56105910     83676591.30586413
14.72972973     0.27173207     0.55698215     83153317.55249771
14.74474475     0.27121590     0.55218788     82521602.38717681
14.75975976     0.27189469     0.54710632     81845450.78462739
14.77477477     0.27371420     0.54240767     81225093.03211863
14.78978979     0.27626727     0.53846415     80716500.11187710
14.80480480     0.27920952     0.53542272     80342068.84045938
14.81981982     0.28212920     0.53339260     80118615.06137995
14.83483484     0.28453238     0.53220724     80021560.62284189
14.84984985     0.28615911     0.53146480     79990809.08618763
14.86486486     0.28694873     0.53078880     79969843.30496949
14.87987988     0.28694655     0.52978223     79898815.29080999
14.89489490     0.28637689     0.52805295     79718375.07871296
14.90990991     0.28569215     0.52526057     79376755.49337204
14.92492492     0.28567727     0.52136241     78867013.60948649
14.93993994     0.28710690     0.51703629     78291282.42253369
14.95495495     0.28993517     0.51346848     77829174.57997188
14.96996997     0.29317606     0.51131608     77580737.12536187
14.98498499     0.29586573     0.51018182     77486280.74280536
15.00000000     0.29790184     0.50925694     77423311.78758754

