# omega(eV)     n     kappa     alpha(1/m)
8.07807808     0.53189969     1.53770040     125899295.56271340
8.09309309     0.52809437     1.53525349     125932595.29877742
8.10810811     0.52492175     1.53132174     125843128.15164134
8.12312312     0.52308567     1.52753824     125764668.90350685
8.13813814     0.52147630     1.52479258     125770663.58320841
8.15315315     0.51930022     1.52245900     125809875.26623186
8.16816817     0.51686328     1.52013111     125848847.64697839
8.18318318     0.51408966     1.51801389     125904584.76998185
8.19819820     0.51067047     1.51575210     125947664.27757563
8.21321321     0.50693397     1.51288948     125940039.51075339
8.22822823     0.50328418     1.50962030     125897637.99295826
8.24324324     0.49948681     1.50601308     125825997.84962183
8.25825826     0.49589050     1.50154933     125681568.32426420
8.27327327     0.49334829     1.49677130     125509425.53420401
8.28828829     0.49148464     1.49269338     125394642.08114693
8.30330330     0.48933222     1.48935337     125340718.22832006
8.31831832     0.48639885     1.48597430     125282484.93362536
8.33333333     0.48310684     1.48170249     125147820.25904261
8.34834835     0.48044529     1.47641829     124926192.40589499
8.36336336     0.47904990     1.47077466     124672488.86529751
8.37837838     0.47917487     1.46545795     124444829.47695377
8.39339339     0.48088778     1.46174574     124352047.40076110
8.40840841     0.48259672     1.46110181     124519624.80132504
8.42342342     0.48157496     1.46274935     124882639.70448799
8.43843844     0.47713025     1.46371166     125187551.09740001
8.45345345     0.47131121     1.46220229     125280982.84692632
8.46846847     0.46589337     1.45891915     125221708.50370944
8.48348348     0.46099728     1.45470624     125081489.83068818
8.49849850     0.45672259     1.44965441     124867727.53542292
8.51351351     0.45340118     1.44404499     124604314.38749632
8.52852853     0.45131683     1.43832748     124329849.87355313
8.54354354     0.45052358     1.43343767     124125318.16342996
8.55855856     0.45001914     1.43026952     124068643.71955723
8.57357357     0.44836162     1.42851305     124133675.96356668
8.58858859     0.44482765     1.42698149     124217752.10588744
8.60360360     0.43955206     1.42431876     124202721.35721673
8.61861862     0.43355155     1.41941431     123991058.54406936
8.63363363     0.42853285     1.41210024     123567046.54903266
8.64864865     0.42582404     1.40359390     123036296.73659070
8.66366366     0.42534322     1.39542435     122532531.96912333
8.67867868     0.42643002     1.38827172     122115730.14100920
8.69369369     0.42868452     1.38250069     121818491.38928652
8.70870871     0.43165040     1.37867585     121691279.89104082
8.72372372     0.43416584     1.37736614     121785289.00948781
8.73873874     0.43442934     1.37785296     122038020.11085352
8.75375375     0.43205766     1.37799336     122260164.28752694
8.76876877     0.42841707     1.37664633     122350155.05623691
8.78378378     0.42446866     1.37405517     122328973.40714295
8.79879880     0.42053978     1.37042013     122213911.14268678
8.81381381     0.41692468     1.36593908     122022165.41883367
8.82882883     0.41365058     1.36071088     121762198.34895562
8.84384384     0.41112429     1.35448791     121411472.18708576
8.85885886     0.41030913     1.34781661     121018596.38083050
8.87387387     0.41109584     1.34222490     120720790.20358019
8.88888889     0.41198109     1.33821925     120564174.03586191
8.90390390     0.41212674     1.33473884     120453739.25682838
8.91891892     0.41222013     1.33091759     120311435.23712136
8.93393393     0.41315794     1.32729225     120185706.24642120
8.94894895     0.41467011     1.32491609     120172177.33971012
8.96396396     0.41571002     1.32420435     120309143.82362117
8.97897898     0.41497523     1.32463424     120549789.78351362
8.99399399     0.41203967     1.32435843     120726235.89956635
9.00900901     0.40863970     1.32212602     120723939.15755008
9.02402402     0.40626169     1.31907976     120646526.98512182
9.03903904     0.40442748     1.31634636     120596849.86201596
9.05405405     0.40267554     1.31392570     120575040.19346306
9.06906907     0.40077617     1.31205796     120603317.72160198
9.08408408     0.39792893     1.31059611     120668397.22937956
9.09909910     0.39384630     1.30852840     120677158.14614847
9.11411411     0.38920401     1.30497866     120548385.03707826
9.12912913     0.38520811     1.29985174     120272598.58703877
9.14414414     0.38263262     1.29412060     119939252.98597811
9.15915916     0.38118146     1.28862760     119626269.55347247
9.17417417     0.38058991     1.28372624     119366627.47036466
9.18918919     0.38027906     1.27994949     119210236.44780397
9.20420420     0.37914096     1.27695273     119125460.01361762
9.21921922     0.37702984     1.27341409     118989137.60292856
9.23423423     0.37520727     1.26862905     118735083.90889445
9.24924925     0.37483999     1.26358148     118454963.02600861
9.26426426     0.37545822     1.25957868     118271406.53821847
9.27927928     0.37610837     1.25675844     118197851.82536544
9.29429429     0.37633788     1.25491685     118215628.61572845
9.30930931     0.37562410     1.25387835     118308620.03884961
9.32432432     0.37341564     1.25289542     118406547.21697879
9.33933934     0.37002504     1.25076056     118395135.52635953
9.35435435     0.36676708     1.24696679     118225791.20177448
9.36936937     0.36486542     1.24230360     117972729.95937954
9.38438438     0.36440886     1.23821935     117773314.70225178
9.39939940     0.36431924     1.23563083     117715151.70638302
9.41441441     0.36326688     1.23425623     117772030.79967162
9.42942943     0.36063106     1.23296473     117836434.13471952
9.44444444     0.35683309     1.23049371     117787536.54716693
9.45945946     0.35326611     1.22641511     117583758.40021585
9.47447447     0.35092849     1.22178677     117325948.01524776
9.48948949     0.34927555     1.21770451     117119251.55518493
9.50450450     0.34744571     1.21404856     116952380.23136410
9.51951952     0.34529672     1.21025621     116771235.43547703
9.53453454     0.34312766     1.20601600     116545656.43130739
9.54954955     0.34135179     1.20133610     116276229.69473034
9.56456456     0.34029357     1.19653861     115993978.64706983
9.57957958     0.34002329     1.19218314     115753185.14034761
9.59459460     0.34003815     1.18889786     115615137.59073234
9.60960961     0.33934487     1.18656428     115568783.52574255
9.62462462     0.33756728     1.18435228     115533578.85068336
9.63963964     0.33480276     1.18160769     115445666.06169710
9.65465465     0.33154236     1.17746082     115219698.01914972
9.66966967     0.32933976     1.17179889     114843982.76539743
9.68468469     0.32911118     1.16618371     114471132.91495645
9.69969970     0.33002274     1.16214930     114251980.77847771
9.71471471     0.33046763     1.16000952     114218152.52200457
9.72972973     0.32910740     1.15877239     114272686.97076832
9.74474475     0.32585907     1.15668444     114242813.07954644
9.75975976     0.32213125     1.15267777     114022502.78552286
9.77477477     0.31933813     1.14735019     113670109.14808406
9.78978979     0.31759445     1.14168922     113283013.63164294
9.80480480     0.31671494     1.13596668     112888075.85819960
9.81981982     0.31684913     1.13056724     112523554.47106349
9.83483484     0.31762409     1.12623152     112263421.42286484
9.84984985     0.31804909     1.12305282     112117477.08746332
9.86486486     0.31755119     1.12036950     112020096.24215057
9.87987988     0.31607835     1.11753168     111906428.39873144
9.89489490     0.31382715     1.11389380     111711657.68450949
9.90990991     0.31144588     1.10893089     111382692.58767542
9.92492492     0.30989487     1.10264577     110919210.69070460
9.93993994     0.30998280     1.09567371     110384609.60130069
9.95495495     0.31207665     1.08908946     109887015.96755162
9.96996997     0.31573711     1.08422592     109561296.52872765
9.98498499     0.31947312     1.08180453     109481247.57351445
10.00000000     0.32171823     1.08111105     109575593.73852192
10.01501501     0.32210652     1.08061466     109689733.91864292
10.03003003     0.32143036     1.07936581     109727230.33729032
10.04504505     0.32044308     1.07738154     109689471.36548695
10.06006006     0.31942052     1.07480011     109590220.56799425
10.07507508     0.31868274     1.07169175     109436375.99143125
10.09009009     0.31852005     1.06837237     109260005.01250540
10.10510510     0.31896410     1.06529588     109107500.59118314
10.12012012     0.31971835     1.06281835     109015496.25647655
10.13513514     0.32042549     1.06094184     108984477.18967275
10.15015015     0.32102419     1.05963641     109011637.68067582
10.16516516     0.32120850     1.05927171     109135323.23986387
10.18018018     0.31987929     1.05961881     109332341.92032169
10.19519520     0.31665193     1.05911820     109441869.25778438
10.21021021     0.31280183     1.05661665     109344176.63665290
10.22522523     0.30979647     1.05243365     109071461.65137750
10.24024024     0.30833737     1.04759667     108729597.11301160
10.25525525     0.30832488     1.04325267     108437501.82836899
10.27027027     0.30890580     1.04014453     108272729.96679395
10.28528529     0.30898124     1.03808626     108216456.95264569
10.30030030     0.30819594     1.03610637     108167740.25949185
10.31531531     0.30717286     1.03366491     108070162.62650338
10.33033033     0.30636479     1.03104665     107953332.09312910
10.34534535     0.30572426     1.02852302     107845626.27033027
10.36036036     0.30517228     1.02614109     107752030.98221096
10.37537538     0.30475059     1.02398444     107681402.29840712
10.39039039     0.30434887     1.02233667     107663706.97591619
10.40540540     0.30345631     1.02126155     107705904.30545998
10.42042042     0.30176170     1.02021478     107750769.22393773
10.43543544     0.29970436     1.01879937     107756324.24343272
10.45045045     0.29755238     1.01746575     107770112.09101225
10.46546546     0.29464759     1.01638944     107810787.31753308
10.48048048     0.29062323     1.01481526     107798248.92219734
10.49549550     0.28584781     1.01205903     107659489.50564250
10.51051051     0.28098142     1.00770185     107349343.27067438
10.52552553     0.27706014     1.00181792     106874995.92852914
10.54054054     0.27480259     0.99540714     106342572.09103210
10.55555556     0.27381515     0.98961932     105874844.76865007
10.57057057     0.27305090     0.98475122     105503892.00436443
10.58558559     0.27178296     0.98011628     105156474.55302809
10.60060060     0.27034387     0.97477912     104732197.72067983
10.61561562     0.26976774     0.96869497     104225924.20673323
10.63063063     0.27060379     0.96278544     103736614.30073634
10.64564565     0.27238330     0.95807040     103374388.27625062
10.66066066     0.27398228     0.95471087     103157191.92703098
10.67567568     0.27481744     0.95193406     103002024.69234446
10.69069069     0.27516269     0.94912816     102842860.21717636
10.70570571     0.27547772     0.94628422     102678714.81308164
10.72072072     0.27582031     0.94386785     102560162.94836843
10.73573574     0.27550225     0.94203358     102504214.23050727
10.75075075     0.27404681     0.93993513     102418922.11203369
10.76576577     0.27209457     0.93672866     102212087.52573177
10.78078078     0.27055244     0.93250962     101893636.81824021
10.79579580     0.26984094     0.92779923     101520136.91074754
10.81081081     0.27005050     0.92312277     101148920.93003491
10.82582583     0.27101845     0.91898449     100835334.73475868
10.84084084     0.27228838     0.91575334     100620159.81378567
10.85585586     0.27318214     0.91336694     100496950.28456497
10.87087087     0.27336445     0.91121451     100398791.86886656
10.88588589     0.27318759     0.90878155     100269027.48455606
10.90090090     0.27321061     0.90624866     100127481.59309104
10.91591592     0.27329890     0.90430262     100050092.90338390
10.93093093     0.27254029     0.90296302     100039299.17563316
10.94594595     0.27048935     0.90128117     99990127.69096871
10.96096096     0.26764919     0.89834202     99800765.17581958
10.97597598     0.26496746     0.89382745     99435247.74219324
10.99099099     0.26342148     0.88804891     98927552.12919857
11.00600601     0.26365947     0.88198250     98385985.07955907
11.02102102     0.26532284     0.87688807     97951145.16341202
11.03603604     0.26727812     0.87308387     97659074.15634380
11.05105105     0.26898693     0.87006650     97453975.34767194
11.06606607     0.27039629     0.86755974     97305227.38898207
11.08108108     0.27140517     0.86536233     97190461.86165820
11.09609610     0.27207202     0.86319059     97077913.65969096
11.11111111     0.27268490     0.86094335     96956200.84551209
11.12612613     0.27341856     0.85888390     96854982.08430426
11.14114114     0.27406684     0.85722540     96798411.66723600
11.15615616     0.27444845     0.85595576     96785306.37737085
11.17117117     0.27430346     0.85513713     96822879.66638695
11.18618619     0.27312928     0.85444229     96874239.62159313
11.20120120     0.27091395     0.85302077     96842886.98994678
11.21621622     0.26843514     0.85029493     96662826.22935122
11.23123123     0.26664813     0.84652022     96362538.25621243
11.24624625     0.26593834     0.84260360     96044925.72866502
11.26126126     0.26575904     0.83931804     95798149.36195850
11.27627628     0.26530236     0.83648833     95602471.96909146
11.29129129     0.26455858     0.83348101     95385606.43707857
11.30630631     0.26398271     0.83025662     95142951.32071340
11.32132132     0.26362042     0.82722271     94921171.88869375
11.33633634     0.26300763     0.82450636     94734955.64916678
11.35135135     0.26184007     0.82165181     94532013.67248072
11.36636637     0.26034887     0.81820147     94259565.01410961
11.38138138     0.25890054     0.81400926     93900487.94365662
11.39639640     0.25786236     0.80903778     93450122.22685990
11.41141141     0.25769103     0.80345104     92927082.72218721
11.42642643     0.25871397     0.79768049     92381056.61270061
11.44144144     0.26106870     0.79232477     91881377.72856005
11.45645646     0.26446284     0.78815369     91517625.86256106
11.47147147     0.26803598     0.78551290     91330529.71183050
11.48648649     0.27109534     0.78406096     91281035.95833015
11.50150150     0.27341304     0.78334554     91316959.68944724
11.51651652     0.27496624     0.78307767     91404904.99099180
11.53153153     0.27566335     0.78309804     91526456.97690883
11.54654655     0.27531127     0.78305132     91640164.72443365
11.56156156     0.27403292     0.78229857     91671124.13351521
11.57657658     0.27256005     0.78041886     91569623.60591713
11.59159159     0.27169151     0.77784333     91385802.29798034
11.60660661     0.27138443     0.77534650     91210454.88183177
11.62162162     0.27113354     0.77307072     91060385.40366910
11.63663664     0.27084755     0.77076651     90906269.41208509
11.65165165     0.27064534     0.76845556     90750656.43050994
11.66666667     0.27050192     0.76623755     90605330.41874479
11.68168168     0.27028498     0.76424401     90485905.63312268
11.69669670     0.26960984     0.76235558     90378334.89648393
11.71171171     0.26843170     0.75998292     90212710.14469321
11.72672673     0.26733601     0.75678953     89948814.85719393
11.74174174     0.26685710     0.75309785     89624646.86040972
11.75675676     0.26704871     0.74933768     89291193.48194434
11.77177177     0.26779965     0.74580522     88983765.42291281
11.78678679     0.26879736     0.74261101     88715669.72495654
11.80180180     0.26993971     0.73946865     88452804.87151551
11.81681682     0.27164876     0.73627699     88183078.07866760
11.83183183     0.27431746     0.73363683     87978517.39995602
11.84684685     0.27746201     0.73240549     87942314.75824204
11.86186186     0.28006174     0.73256664     88073149.67770210
11.87687688     0.28174436     0.73347593     88294091.85381785
11.89189189     0.28261704     0.73487916     88574846.66093904
11.90690691     0.28247631     0.73677351     88915297.53615980
11.92192192     0.28095186     0.73877993     89269866.36617595
11.93693694     0.27802781     0.74024404     89559434.49557939
11.95195195     0.27407775     0.74063700     89719690.47384709
11.96696697     0.26963835     0.73973798     89723361.10311966
11.98198198     0.26515534     0.73760192     89576527.72027376
11.99699700     0.26092358     0.73429257     89286378.44153847
12.01201201     0.25734198     0.72989475     88862703.64244223
12.02702703     0.25480901     0.72474335     88345829.83607323
12.04204204     0.25349675     0.71936661     87799883.19777127
12.05705706     0.25331121     0.71424503     87283483.42493644
12.07207207     0.25406017     0.70986073     86855734.73190692
12.08708709     0.25509583     0.70663379     86568437.00498381
12.10210210     0.25562673     0.70427033     86386072.69876488
12.11711712     0.25544432     0.70212424     86229684.88129729
12.13213213     0.25469347     0.69976510     86046445.77162640
12.14714715     0.25360110     0.69684967     85793999.50351724
12.16216216     0.25266828     0.69312990     85441516.77522494
12.17717718     0.25256696     0.68881704     85014701.52573253
12.19219219     0.25365545     0.68462348     84601315.03628501
12.20720721     0.25568168     0.68133996     84299248.41377628
12.22222222     0.25794303     0.67938961     84161331.90207592
12.23723724     0.25966493     0.67866016     84174250.50243847
12.25225225     0.26034754     0.67864925     84276176.95006028
12.26726727     0.25986401     0.67873639     84390291.24255069
12.28228228     0.25844355     0.67839481     84451062.38792400
12.29729730     0.25647169     0.67743896     84435166.66295621
12.31231231     0.25410886     0.67583071     84337567.79723975
12.32732733     0.25158660     0.67330044     84124278.84207444
12.34234234     0.24956925     0.66983072     83792697.90097493
12.35735736     0.24850801     0.66607341     83424042.16137137
12.37237237     0.24814987     0.66270675     83103229.81488577
12.38738739     0.24795871     0.65994233     82857005.25928670
12.40240240     0.24749802     0.65765224     82669564.27143987
12.41741742     0.24643528     0.65552461     82501873.22016230
12.43243243     0.24466619     0.65293863     82275777.67700519
12.44744745     0.24273928     0.64926869     81912142.51665217
12.46246246     0.24160681     0.64458972     81419937.53576268
12.47747748     0.24182510     0.63972191     80902425.82756941
12.49249249     0.24312480     0.63556645     80473628.53879340
12.50750751     0.24482624     0.63239500     80168309.56304117
12.52252252     0.24661100     0.63011825     79975581.65574795
12.53753754     0.24815185     0.62892327     79919624.56533991
12.55255255     0.24866789     0.62859977     79974179.17354153
12.56756757     0.24791925     0.62822032     80021508.80662821
12.58258258     0.24645362     0.62729564     79999188.53908160
12.59759760     0.24453635     0.62588734     79914838.46729422
12.61261261     0.24226938     0.62383006     79747096.65925364
12.62762763     0.23998231     0.62107541     79489474.94573818
12.64264264     0.23784279     0.61772284     79154397.12910394
12.65765766     0.23603712     0.61379559     78744572.81450166
12.67267267     0.23482063     0.60945440     78280386.35643782
12.68768769     0.23434936     0.60506282     77808397.46701798
12.70270270     0.23444646     0.60107434     77386970.79791994
12.71771772     0.23459188     0.59764512     77036418.86170489
12.73273273     0.23434136     0.59437673     76705578.44573098
12.74774775     0.23389703     0.59061375     76309839.24433641
12.76276276     0.23407442     0.58630127     75841873.74910395
12.77777778     0.23525925     0.58225565     75407157.55068432
12.79279279     0.23694994     0.57914293     75092169.04587767
12.80780781     0.23848096     0.57701953     74904660.45246102
12.82282282     0.23934721     0.57558566     74806120.80195361
12.83783784     0.23934519     0.57431920     74728926.81455390
12.85285285     0.23860849     0.57274895     74611773.39196196
12.86786787     0.23747091     0.57054983     74412123.82185300
12.88288288     0.23646526     0.56768062     74124308.27928229
12.89789790     0.23595564     0.56458202     73805631.51499262
12.91291291     0.23571064     0.56173328     73518713.75352514
12.92792793     0.23531452     0.55906381     73254419.12138966
12.94294294     0.23475114     0.55627873     72974145.33889413
12.95795796     0.23423415     0.55331926     72670120.58423789
12.97297297     0.23384436     0.55038862     72368985.67420545
12.98798799     0.23332124     0.54760251     72085984.52997771
13.00300300     0.23247105     0.54462179     71776487.00297248
13.01801802     0.23163247     0.54114172     71400197.40112206
13.03303303     0.23118682     0.53735744     70982662.80676939
13.04804805     0.23116787     0.53360446     70568116.43732204
13.06306306     0.23143286     0.53009848     70185129.65406170
13.07807808     0.23171509     0.52695253     69848799.97228055
13.09309309     0.23172671     0.52395776     69531574.15391548
13.10810811     0.23159440     0.52083049     69195832.44475508
13.12312312     0.23143447     0.51768343     68856507.84925438
13.13813814     0.23102476     0.51441266     68499752.16790500
13.15315315     0.23059428     0.51059000     68068425.32500412
13.16816817     0.23076428     0.50637464     67583524.31882581
13.18318318     0.23161437     0.50243807     67134591.54900745
13.19819820     0.23261570     0.49912899     66768399.09891976
13.21321321     0.23326406     0.49618557     66450170.44577329
13.22822823     0.23354661     0.49311425     66113897.58343641
13.24324324     0.23380801     0.48968404     65728517.20395287
13.25825826     0.23443342     0.48599464     65307262.19887462
13.27327327     0.23562395     0.48249445     64910340.27538571
13.28828829     0.23700839     0.47965224     64600971.34421600
13.30330330     0.23802633     0.47728141     64354295.24245358
13.31831832     0.23873817     0.47497476     64115561.35516708
13.33333333     0.23929582     0.47289052     63906181.20820867
13.34834835     0.23925768     0.47109480     63735201.93903493
13.36336336     0.23835749     0.46894107     63515186.31119343
13.37837838     0.23713526     0.46587112     63170278.36424004
13.39339339     0.23622760     0.46208840     62727678.88632748
13.40840841     0.23565574     0.45802943     62246385.61968017
13.42342342     0.23520363     0.45360767     61714498.36091485
13.43843844     0.23522702     0.44857863     61098551.67065545
13.45345345     0.23619529     0.44336076     60455325.18935657
13.46846847     0.23795487     0.43853122     59863520.88832026
13.48348348     0.24011251     0.43426309     59346969.51833890
13.49849850     0.24243823     0.43043813     58889752.22929961
13.51351351     0.24500017     0.42704727     58490826.60927524
13.52852853     0.24762107     0.42436836     58188489.09275792
13.54354354     0.24981204     0.42229868     57968966.56111775
13.55855856     0.25146813     0.42034677     57764998.04018503
13.57357357     0.25296262     0.41832168     57550367.44446006
13.58858859     0.25444750     0.41658286     57374547.94134134
13.60360360     0.25546255     0.41535419     57268537.22039023
13.61861862     0.25551520     0.41422850     57176367.32962302
13.63363363     0.25461249     0.41251876     57003149.58453599
13.64864865     0.25323752     0.40969799     56675715.03923684
13.66366366     0.25213463     0.40571858     56186966.06774854
13.67867868     0.25175512     0.40106976     55604198.98655745
13.69369369     0.25196688     0.39615298     54982825.80099721
13.70870871     0.25267578     0.39082291     54302533.54256433
13.72372372     0.25440371     0.38505944     53560333.44050252
13.73873874     0.25751606     0.37964897     52865532.89925542
13.75375375     0.26140980     0.37536984     52326795.82191525
13.76876877     0.26528092     0.37203040     51917892.68460964
13.78378378     0.26914974     0.36918508     51577005.10311010
13.79879880     0.27314299     0.36703501     51332485.55731415
13.81381381     0.27688487     0.36570146     51201633.81395392
13.82882883     0.28015190     0.36496122     51153533.93757942
13.84384384     0.28284485     0.36473821     51177784.11986009
13.85885886     0.28464881     0.36486530     51251143.53628480
13.87387387     0.28543085     0.36477899     51294532.85529154
13.88888889     0.28557945     0.36404053     51246094.47739767
13.90390390     0.28545884     0.36263843     51103907.23625156
13.91891892     0.28524222     0.36052938     50861561.72114114
13.93393393     0.28529374     0.35763261     50507326.29917578
13.94894895     0.28606661     0.35420826     50077621.91727600
13.96396396     0.28773705     0.35078343     49646805.71155918
13.97897898     0.29011995     0.34790527     49292402.25256430
13.99399399     0.29264704     0.34589045     49059574.12093594
14.00900901     0.29469732     0.34445515     48908418.89332554
14.02402402     0.29620627     0.34301377     48755961.58111837
14.03903904     0.29750801     0.34129957     48564245.53085166
14.05405405     0.29886856     0.33938105     48342903.58109335
14.06906907     0.30036821     0.33739944     48111981.35290502
14.08408408     0.30199886     0.33542880     47882022.26821289
14.09909910     0.30379055     0.33352428     47660911.95940924
14.11411411     0.30571198     0.33178551     47462932.17746620
14.12912913     0.30772970     0.33023242     47291014.05147943
14.14414414     0.30985004     0.32899032     47163205.79611407
14.15915916     0.31185910     0.32820471     47100529.95833603
14.17417417     0.31345918     0.32775634     47086064.54932232
14.18918919     0.31455442     0.32731947     47073115.15638974
14.20420420     0.31535441     0.32661714     47021816.33490802
14.21921922     0.31620517     0.32569618     46938794.95949195
14.23423423     0.31721454     0.32487658     46870117.32423327
14.24924925     0.31818249     0.32445169     46858193.74549641
14.26426426     0.31863670     0.32448244     46912016.96086097
14.27927928     0.31815352     0.32451348     46965890.01634460
14.29429429     0.31686253     0.32389318     46925406.53524654
14.30930931     0.31526225     0.32231962     46746482.88155432
14.32432432     0.31379588     0.31984174     46435786.41986150
14.33933934     0.31274207     0.31659076     46011978.41829210
14.35435435     0.31242992     0.31272054     45497087.71333252
14.36936937     0.31316108     0.30869900     44958981.31040558
14.38438438     0.31477964     0.30516245     44490357.59866436
14.39939940     0.31673825     0.30240395     44134209.90339744
14.41441441     0.31854025     0.30024997     43865541.66566838
14.42942943     0.32008447     0.29830972     43627476.22334460
14.44444444     0.32159890     0.29652872     43412133.65676334
14.45945946     0.32289510     0.29518322     43260073.30444945
14.47447447     0.32339648     0.29395157     43124305.75178063
14.48948949     0.32325259     0.29191611     42870117.92210828
14.50450450     0.32345945     0.28881388     42458484.15304815
14.51951952     0.32465162     0.28529975     41985289.80657330
14.53453454     0.32677607     0.28204409     41549103.82789460
14.54954955     0.32951828     0.27945004     41209490.73593207
14.56456456     0.33247879     0.27766976     40989216.14732517
14.57957958     0.33533103     0.27666111     40882424.29212148
14.59459460     0.33785925     0.27635349     40879024.38430806
14.60960961     0.33974307     0.27670928     40973763.63320439
14.62462462     0.34053409     0.27731256     41105297.22684629
14.63963964     0.34036111     0.27736754     41155658.35577510
14.65465465     0.33993699     0.27667307     41094717.62194609
14.66966967     0.33946817     0.27557678     40973822.05733707
14.68468469     0.33886895     0.27396599     40776016.78973044
14.69969970     0.33856073     0.27169979     40480073.77271417
14.71471471     0.33893932     0.26919382     40147680.21313880
14.72972973     0.33992111     0.26702702     39865160.00512287
14.74474475     0.34098986     0.26554405     39684175.90782940
14.75975976     0.34154164     0.26452049     39571465.04051857
14.77477477     0.34145066     0.26340323     39444412.09633566
14.78978979     0.34094900     0.26189817     39258887.82066987
14.80480480     0.34015693     0.25985991     38992896.96629561
14.81981982     0.33935753     0.25696209     38597173.42871012
14.83483484     0.33930019     0.25321961     38073567.16803468
14.84984985     0.34051569     0.24945011     37544755.50428556
14.86486486     0.34258083     0.24666402     37162959.52554434
14.87987988     0.34438619     0.24508525     36962396.51725023
14.89489490     0.34518034     0.24396700     36830875.92408162
14.90990991     0.34508133     0.24244376     36637813.87075343
14.92492492     0.34459627     0.24009334     36319159.75914445
14.93993994     0.34429543     0.23680002     35857013.71519849
14.95495495     0.34479967     0.23283851     35292582.74534789
14.96996997     0.34632595     0.22889301     34729376.99913616
14.98498499     0.34857941     0.22550027     34248921.79997154
15.00000000     0.35107764     0.22288006     33884883.46060289

