# omega(eV)     n     kappa     alpha(1/m)
8.07807808     0.61581195     1.57082544     128611409.22460429
8.09309309     0.61612559     1.56254692     128171399.94866192
8.10810811     0.61903457     1.55533403     127816443.71242958
8.12312312     0.62288971     1.55094459     127691751.19271943
8.13813814     0.62540606     1.54862965     127736835.14144818
8.15315315     0.62627628     1.54663031     127807295.18544933
8.16816817     0.62615723     1.54405368     127829353.43125115
8.18318318     0.62582980     1.54068620     127785033.12960838
8.19819820     0.62553473     1.53673142     127690888.41343185
8.21321321     0.62550178     1.53160967     127498396.26928338
8.22822823     0.62726219     1.52516803     127194269.84440923
8.24324324     0.63220858     1.51892951     126905153.92706661
8.25825826     0.64035302     1.51539820     126840735.44791020
8.27327327     0.64948963     1.51683685     127191991.43452479
8.28828829     0.65618316     1.52289305     127931584.80233167
8.30330330     0.65889060     1.53108167     128852480.75968353
8.31831832     0.65798585     1.53970593     129812598.14108312
8.33333333     0.65352043     1.54801277     130748531.23989072
8.34834835     0.64524739     1.55444991     131528788.38949020
8.36336336     0.63452730     1.55665593     131952347.63971227
8.37837838     0.62495140     1.55416136     131977410.49480197
8.39339339     0.61876358     1.54998366     131858528.16199119
8.40840841     0.61451628     1.54673450     131817507.27732874
8.42342342     0.61048553     1.54420190     131836674.54642379
8.43843844     0.60652158     1.54170904     131858469.23583139
8.45345345     0.60284744     1.53927791     131884794.37153228
8.46846847     0.59928010     1.53720462     131941093.99182945
8.48348348     0.59529549     1.53541349     132021024.01598647
8.49849850     0.59063591     1.53321178     132065042.13525385
8.51351351     0.58597707     1.52994458     132016451.71123585
8.52852853     0.58222503     1.52593792     131902946.26801434
8.54354354     0.57971451     1.52197736     131792214.13476121
8.55855856     0.57821656     1.51898901     131764610.44770356
8.57357357     0.57678393     1.51748153     131864781.36319658
8.58858859     0.57446637     1.51714750     132066640.78755747
8.60360360     0.57075217     1.51722107     132303941.86112715
8.61861862     0.56574450     1.51679219     132497374.53717096
8.63363363     0.56016772     1.51533477     132600672.94435613
8.64864865     0.55477599     1.51311199     132636438.84242086
8.66366366     0.54972325     1.51079726     132663452.88723919
8.67867868     0.54444058     1.50891144     132727491.48022532
8.69369369     0.53799861     1.50699258     132788044.36461830
8.70870871     0.53055820     1.50386660     132741464.28331929
8.72372372     0.52296845     1.49927568     132564404.77406879
8.73873874     0.51552767     1.49317852     132252537.80856532
8.75375375     0.50906216     1.48515869     131768230.00327265
8.76876877     0.50507545     1.47600803     131180978.19249754
8.78378378     0.50361480     1.46773880     130669411.85195298
8.79879880     0.50323162     1.46127754     130316564.24487071
8.81381381     0.50288713     1.45628153     130092643.54631802
8.82882883     0.50223526     1.45247424     129973574.25516781
8.84384384     0.50052110     1.44972443     129948134.24983829
8.85885886     0.49699336     1.44663162     129891059.77773419
8.87387387     0.49308339     1.44147640     129647549.99923204
8.88888889     0.49107714     1.43517148     129298890.64578533
8.90390390     0.49098305     1.42994341     129045492.44710545
8.91891892     0.49126193     1.42680093     128979035.92633803
8.93393393     0.49034635     1.42526778     129057345.99925850
8.94894895     0.48783700     1.42402004     129161076.59163733
8.96396396     0.48422994     1.42256462     129245559.46660472
8.97897898     0.47923947     1.42070796     129293083.86469491
8.99399399     0.47301333     1.41711325     129181605.28791474
9.00900901     0.46740230     1.41123786     128860782.48034567
9.02402402     0.46365387     1.40460464     128468859.20599151
9.03903904     0.46100066     1.39866762     128138698.54523487
9.05405405     0.45826186     1.39323771     127853267.10189681
9.06906907     0.45541617     1.38750204     127538077.13665327
9.08408408     0.45307562     1.38139559     127187003.68523362
9.09909910     0.45137836     1.37539483     126843818.84818459
9.11411411     0.45011343     1.36973818     126530594.13138849
9.12912913     0.44900479     1.36458312     126262059.63869487
9.14414414     0.44759710     1.35972570     126019541.24405378
9.15915916     0.44589539     1.35452107     125743312.60709529
9.17417417     0.44472580     1.34867001     125405390.65403205
9.18918919     0.44469603     1.34314756     125096294.26782897
9.20420420     0.44486249     1.33873601     124889152.01385809
9.21921922     0.44445443     1.33470344     124716078.23116553
9.23423423     0.44401166     1.33035056     124511799.52095635
9.24924925     0.44429924     1.32614714     124320206.43282205
9.26426426     0.44496495     1.32307765     124233807.10931811
9.27927928     0.44490594     1.32113515     124252466.18433526
9.29429429     0.44369047     1.31944741     124294534.34838724
9.30930931     0.44169611     1.31738829     124301046.63476530
9.32432432     0.43942964     1.31489671     124266062.16568646
9.33933934     0.43718250     1.31238838     124228733.64375803
9.35435435     0.43434184     1.31037414     124237486.86296394
9.36936937     0.42997714     1.30802276     124213611.31779720
9.38438438     0.42466297     1.30401526     124031497.71647355
9.39939940     0.41953848     1.29821191     123677078.57134765
9.41441441     0.41517784     1.29086559     123173664.38021724
9.42942943     0.41224403     1.28203746     122526395.10051470
9.44444444     0.41181148     1.27233026     121792290.58035631
9.45945946     0.41459579     1.26341111     121130786.27767816
9.47447447     0.41974968     1.25760607     120765610.09592342
9.48948949     0.42449753     1.25596000     120798677.98547237
9.50450450     0.42617619     1.25697234     121087336.81352738
9.51951952     0.42416592     1.25783009     121361388.13234359
9.53453454     0.41997289     1.25648491     121422815.76703899
9.54954955     0.41553187     1.25282801     121260084.19257113
9.56456456     0.41167536     1.24766254     120949997.84299158
9.57957958     0.40845829     1.24143699     120535412.23347761
9.59459460     0.40611221     1.23403993     120005007.59346290
9.60960961     0.40546507     1.22577981     119388290.45743649
9.62462462     0.40675969     1.21770070     118786717.86512627
9.63963964     0.40960242     1.21042517     118261197.23916596
9.65465465     0.41374242     1.20430257     117846280.78853197
9.66966967     0.41900868     1.19974399     117582786.35145727
9.68468469     0.42511225     1.19765550     117560364.57536225
9.69969970     0.43037158     1.19908838     117883496.93902844
9.71471471     0.43205227     1.20304222     118455285.61063612
9.72972973     0.42914654     1.20621731     118951482.05881594
9.74474475     0.42371932     1.20563254     119077293.10064659
9.75975976     0.41930636     1.20099978     118802499.82763433
9.77477477     0.41826695     1.19467524     118358689.14799683
9.78978979     0.42037862     1.18978751     118055520.02472435
9.80480480     0.42313486     1.18808026     118066926.09204347
9.81981982     0.42375168     1.18848179     118287697.17873384
9.83483484     0.42174628     1.18825240     118445699.71184973
9.84984985     0.41901167     1.18574122     118375833.99353406
9.86486486     0.41770872     1.18162884     118145108.73703973
9.87987988     0.41832270     1.17788957     117950494.60538833
9.89489490     0.41957731     1.17581213     117921405.87248521
9.90990991     0.41992464     1.17498427     118017194.23092479
9.92492492     0.41909019     1.17415673     118112762.24382128
9.93993994     0.41764613     1.17274496     118149220.67147316
9.95495495     0.41607304     1.17057576     118108825.49939106
9.96996997     0.41503554     1.16771078     117997461.36229242
9.98498499     0.41497287     1.16482170     117882787.15890603
10.00000000     0.41570343     1.16260186     117835063.51764208
10.01501501     0.41679564     1.16154502     117904716.10102589
10.03003003     0.41740982     1.16194590     118122237.98029201
10.04504505     0.41653639     1.16330474     118437412.98890305
10.06006006     0.41379494     1.16446491     118732744.48645994
10.07507508     0.40976724     1.16425469     118888490.71664591
10.09009009     0.40574964     1.16231181     118866977.70060956
10.10510510     0.40284626     1.15936683     118742238.35821784
10.12012012     0.40115027     1.15670613     118645761.88290504
10.13513514     0.39968776     1.15502787     118649396.59139900
10.15015015     0.39762931     1.15385785     118704805.75041750
10.16516516     0.39507279     1.15268169     118759226.36865087
10.18018018     0.39203269     1.15156987     118819927.96536207
10.19519520     0.38808152     1.15023395     118857133.67367685
10.21021021     0.38332403     1.14777795     118778021.43972445
10.22522523     0.37878797     1.14369823     118529883.76437502
10.24024024     0.37556774     1.13859768     118174552.60717103
10.25525525     0.37377406     1.13366511     117835128.68823542
10.27027027     0.37270893     1.12949262     117573324.16246574
10.28528529     0.37182147     1.12611420     117393027.14447959
10.30030030     0.37052089     1.12339189     117280199.11022298
10.31531531     0.36848306     1.12054390     117153403.02903444
10.33033033     0.36634829     1.11687457     116939743.64181925
10.34534535     0.36506982     1.11264953     116666698.71291789
10.36036036     0.36490849     1.10879767     116431553.40445675
10.37537538     0.36546458     1.10607466     116313945.13780563
10.39039039     0.36587530     1.10503250     116372521.26893777
10.40540540     0.36473140     1.10533836     116572945.89741382
10.42042042     0.36141549     1.10542343     116750145.78899641
10.43543544     0.35680812     1.10392222     116759594.20157596
10.45045045     0.35228946     1.10063297     116579195.61786458
10.46546546     0.34887811     1.09622077     116278682.09217557
10.48048048     0.34689353     1.09188502     115984946.61394359
10.49549550     0.34552942     1.08872519     115814981.81717309
10.51051051     0.34332899     1.08662520     115756959.30686688
10.52552553     0.33968321     1.08422372     115666134.04189260
10.54054054     0.33546404     1.08037913     115420405.45175906
10.55555556     0.33192085     1.07527928     115039211.64745708
10.57057057     0.32941011     1.06976245     114611792.99450877
10.58558559     0.32779737     1.06432813     114191546.77581680
10.60060060     0.32679963     1.05942244     113826443.25844178
10.61561562     0.32575557     1.05504331     113516501.81398346
10.63063063     0.32454888     1.05058864     113197087.48729670
10.64564565     0.32363629     1.04594788     112856239.17957827
10.66066066     0.32314823     1.04133817     112517333.33294456
10.67567568     0.32333053     1.03691579     112197294.85979249
10.69069069     0.32421788     1.03354332     111989672.40857074
10.70570571     0.32454598     1.03180496     111958336.61585146
10.72072072     0.32301275     1.03063822     111988583.36303981
10.73573574     0.31982481     1.02828285     111889139.25906435
10.75075075     0.31661764     1.02380653     111557870.07924761
10.76576577     0.31517005     1.01813175     111094468.36614208
10.78078078     0.31560970     1.01316990     110707239.14135987
10.79579580     0.31663868     1.01004254     110519230.59006043
10.81081081     0.31661760     1.00849145     110502985.48401593
10.82582583     0.31483005     1.00707099     110500602.94652715
10.84084084     0.31198150     1.00461390     110383885.74462336
10.85585586     0.30897149     1.00106207     110145967.36507219
10.87087087     0.30613508     0.99658785     109805337.18747050
10.88588589     0.30388973     0.99123432     109366328.54546317
10.90090090     0.30262937     0.98541848     108874611.40488724
10.91591592     0.30240417     0.97957222     108377759.69189507
10.93093093     0.30327404     0.97409629     107920156.59641902
10.94594595     0.30503864     0.96964145     107574168.34753731
10.96096096     0.30691187     0.96658352     107382013.61177032
10.97597598     0.30813442     0.96454020     107301800.05509859
10.99099099     0.30863874     0.96288112     107263767.89817464
11.00600601     0.30867137     0.96155810     107262719.22939435
11.02102102     0.30784554     0.96069327     107312448.34220876
11.03603604     0.30574163     0.95959674     107335997.64607407
11.05105105     0.30279687     0.95753009     107250553.11995268
11.06606607     0.29957009     0.95427538     107031226.86169209
11.08108108     0.29676943     0.94964950     106656910.64394622
11.09609610     0.29541826     0.94426767     106196170.54599369
11.11111111     0.29549761     0.93954098     105807570.84122026
11.12612613     0.29584244     0.93613550     105566523.09121299
11.14114114     0.29536862     0.93353601     105415451.79853551
11.15615616     0.29387351     0.93059169     105224599.68670930
11.17117117     0.29232708     0.92649650     104902542.98655094
11.18618619     0.29197495     0.92189135     104521422.44655529
11.20120120     0.29263818     0.91822656     104245658.39106168
11.21621622     0.29303058     0.91587573     104118151.29692987
11.23123123     0.29234905     0.91415876     104062084.55545354
11.24624625     0.29038446     0.91229509     103988772.75702415
11.26126126     0.28727410     0.90933670     103789944.45894119
11.27627628     0.28407543     0.90439773     103363854.92357308
11.29129129     0.28248094     0.89787248     102754724.63048838
11.30630631     0.28314838     0.89152093     102163512.79865603
11.32132132     0.28500659     0.88675592     101752417.69758415
11.33633634     0.28663398     0.88346551     101509303.48153785
11.35135135     0.28748876     0.88083779     101341430.03486501
11.36636637     0.28765142     0.87820316     101171962.30548918
11.38138138     0.28760759     0.87518169     100957067.22925329
11.39639640     0.28788163     0.87209795     100734059.67725888
11.41141141     0.28815313     0.86949485     100565705.03075810
11.42642643     0.28780765     0.86698002     100406780.60101755
11.44144144     0.28724999     0.86380399     100170414.77921988
11.45645646     0.28730050     0.86022785     99886623.12389939
11.47147147     0.28798288     0.85695517     99637026.67230050
11.48648649     0.28889729     0.85424217     99451591.73129539
11.50150150     0.28985406     0.85200506     99320806.64307888
11.51651652     0.29089474     0.85040081     99263211.92781053
11.53153153     0.29162290     0.84986069     99329501.56962931
11.54654655     0.29104736     0.85024908     99504290.24008690
11.56156156     0.28859776     0.85042614     99654432.82312571
11.57657658     0.28483583     0.84920817     99640945.39366356
11.59159159     0.28094378     0.84620412     99417247.17054398
11.60660661     0.27793960     0.84202370     99054248.11130229
11.62162162     0.27579365     0.83766044     98668440.64201798
11.63663664     0.27383578     0.83320011     98269855.49831684
11.65165165     0.27222184     0.82803406     97786571.86015975
11.66666667     0.27187655     0.82240283     97246708.25593689
11.68168168     0.27294636     0.81750734     96792242.48290609
11.69669670     0.27442179     0.81415478     96519203.98976991
11.71171171     0.27501100     0.81194837     96381196.82382250
11.72672673     0.27448162     0.80954206     96218757.73091267
11.74174174     0.27389618     0.80634541     95961530.74082522
11.75675676     0.27395252     0.80301824     95687777.66310938
11.77177177     0.27439463     0.80022419     95476619.54219013
11.78678679     0.27474736     0.79802974     95336242.60197550
11.80180180     0.27486682     0.79631142     95252149.97417495
11.81681682     0.27460015     0.79519733     95239902.98956454
11.83183183     0.27341756     0.79468293     95299231.47481178
11.84684685     0.27074384     0.79420247     95362479.56150332
11.86186186     0.26653570     0.79266494     95298493.37388256
11.87687688     0.26178628     0.78910059     94990056.46996319
11.89189189     0.25803321     0.78377800     94468614.36538053
11.90690691     0.25581713     0.77808907     93901341.95012000
11.92192192     0.25432746     0.77294527     93398207.40170233
11.93693694     0.25276697     0.76801654     92919528.38806136
11.95195195     0.25131487     0.76280165     92404684.91647302
11.96696697     0.25025207     0.75749357     91876949.54877889
11.98198198     0.24940598     0.75226186     91356873.76517406
11.99699700     0.24868471     0.74700261     90831856.92858090
12.01201201     0.24813575     0.74169535     90299394.77932884
12.02702703     0.24773461     0.73636280     89762234.25591682
12.04204204     0.24746380     0.73096361     89215316.25394122
12.05705706     0.24735367     0.72551240     88660399.37392391
12.07207207     0.24724922     0.72001930     88098696.06656927
12.08708709     0.24702799     0.71407451     87479986.58992063
12.10210210     0.24725775     0.70713375     86737301.26918820
12.11711712     0.24909062     0.69948247     85905242.05415237
12.13213213     0.25304236     0.69255260     85159562.58962938
12.14714715     0.25816411     0.68770166     84667725.54862916
12.16216216     0.26291530     0.68500451     84439906.55311716
12.17717718     0.26647285     0.68359269     84369905.24951841
12.19219219     0.26874788     0.68278220     84373781.70576265
12.20720721     0.26965262     0.68202582     84384106.67011225
12.22222222     0.26948430     0.68065342     84317890.34659715
12.23723724     0.26883082     0.67852835     84157902.20010035
12.25225225     0.26784019     0.67581703     83924465.79710805
12.26726727     0.26645396     0.67227585     83587023.76771070
12.28228228     0.26513232     0.66743195     83086332.94353382
12.29729730     0.26485254     0.66138931     82434758.01090993
12.31231231     0.26619072     0.65518439     81761093.71160606
12.32732733     0.26851461     0.64984964     81194261.43714541
12.34234234     0.27074821     0.64517931     80708921.99125592
12.35735736     0.27291167     0.64015893     80178317.37407778
12.37237237     0.27611450     0.63460481     79579254.89068641
12.38738739     0.28112643     0.62961000     79048724.17634486
12.40240240     0.28747978     0.62673308     78782899.51717737
12.41741742     0.29333199     0.62671616     78876148.46692604
12.43243243     0.29691226     0.62839487     79183057.43944405
12.44744745     0.29814309     0.62996051     79476210.36419713
12.46246246     0.29789246     0.63045861     79634997.74349406
12.47747748     0.29706302     0.62967567     79631929.03700848
12.49249249     0.29628483     0.62781870     79492631.01438124
12.50750751     0.29594743     0.62520477     79256808.30678712
12.52252252     0.29622897     0.62228318     78981141.71709847
12.53753754     0.29699763     0.61938023     78706954.37955187
12.55255255     0.29820587     0.61664819     78453628.57223554
12.56756757     0.29968233     0.61445565     78268191.62393829
12.58258258     0.30081067     0.61282428     78153652.20647827
12.59759760     0.30135403     0.61115385     78033630.03346819
12.61261261     0.30171907     0.60912111     77866783.16112083
12.62762763     0.30217311     0.60689511     77674582.65617797
12.64264264     0.30274876     0.60463532     77477375.74535686
12.65765766     0.30338413     0.60255410     77302388.80157198
12.67267267     0.30366714     0.60072735     77159454.49039808
12.68768769     0.30325319     0.59858739     76975686.44588092
12.70270270     0.30263055     0.59543980     76661536.93075627
12.71771772     0.30267893     0.59133162     76222608.64998676
12.73273273     0.30397654     0.58692137     75743447.95869738
12.74774775     0.30646036     0.58316363     75347252.07261083
12.76276276     0.30934315     0.58059936     75104294.95299360
12.77777778     0.31190934     0.57899098     74984354.19288073
12.79279279     0.31394829     0.57798805     74942426.69753151
12.80780781     0.31525965     0.57739386     74953253.97863437
12.82282282     0.31564190     0.57676037     74958791.55119291
12.83783784     0.31533616     0.57550794     74883602.42419544
12.85285285     0.31498022     0.57351738     74711876.73837812
12.86786787     0.31481487     0.57126097     74504871.59627286
12.88288288     0.31443478     0.56881985     74273061.78861497
12.89789790     0.31388796     0.56564753     73944921.48028307
12.91291291     0.31380045     0.56168084     73511850.42046522
12.92792793     0.31433821     0.55726778     73019084.67815889
12.94294294     0.31563388     0.55222907     72442900.00976650
12.95795796     0.31866425     0.54680184     71814156.12850776
12.97297297     0.32382844     0.54261242     71346515.91739072
12.98798799     0.32962345     0.54105569     71224166.09666590
13.00300300     0.33409267     0.54148929     71363650.58837663
13.01801802     0.33695022     0.54215901     71534422.29735315
13.03303303     0.33942627     0.54233288     71639897.45228928
13.04804805     0.34236321     0.54295153     71804246.89849594
13.06306306     0.34496372     0.54513365     72175788.89167646
13.07807808     0.34563457     0.54864165     72723743.72855990
13.09309309     0.34348533     0.55185774     73234026.96128803
13.10810811     0.33916661     0.55287376     73452997.19170290
13.12312312     0.33458300     0.55077144     73257508.28230847
13.13813814     0.33175440     0.54625407     72739788.82697654
13.15315315     0.33156514     0.54125790     72156863.71335045
13.16816817     0.33310117     0.53760775     71752066.52594303
13.18318318     0.33460764     0.53550632     71553092.54803850
13.19819820     0.33530842     0.53388173     71417268.15700050
13.21321321     0.33555033     0.53198824     71244935.67827713
13.22822823     0.33570545     0.52968692     71017348.92918184
13.24324324     0.33612155     0.52684994     70717160.74939318
13.25825826     0.33741154     0.52374218     70379722.31317852
13.27327327     0.33967248     0.52124894     70124011.02583493
13.28828829     0.34214158     0.51991640     70023865.88366227
13.30330330     0.34404902     0.51943687     70038331.85093108
13.31831832     0.34524606     0.51918385     70083227.32122670
13.33333333     0.34601284     0.51883546     70115157.20775793
13.34834835     0.34661140     0.51838248     70132830.84086119
13.36336336     0.34721953     0.51802612     70163454.72575653
13.37837838     0.34765195     0.51813926     70257630.55351536
13.39339339     0.34725532     0.51868563     70410651.70638305
13.40840841     0.34569567     0.51886291     70513679.85163972
13.42342342     0.34356255     0.51795182     70468686.84526300
13.43843844     0.34166207     0.51608459     70293184.93924664
13.45345345     0.34019143     0.51380696     70061154.14441735
13.46846847     0.33890981     0.51131401     69799036.60549094
13.48348348     0.33778950     0.50841519     69480694.78084193
13.49849850     0.33718485     0.50510604     69105330.95230664
13.51351351     0.33732759     0.50184532     68735593.16481559
13.52852853     0.33788081     0.49917814     68446247.62580490
13.54354354     0.33811525     0.49705149     68230289.47317986
13.55855856     0.33778661     0.49476647     67991919.84510075
13.57357357     0.33737729     0.49186233     67667679.83952101
13.58858859     0.33741803     0.48850386     67279983.87316729
13.60360360     0.33802262     0.48507983     66882224.69855348
13.61861862     0.33910932     0.48177541     66499934.08532684
13.63363363     0.34070131     0.47876438     66157178.58808403
13.64864865     0.34265032     0.47641304     65904766.18564042
13.66366366     0.34437835     0.47490382     65768260.01564626
13.67867868     0.34530213     0.47373210     65678085.20711321
13.69369369     0.34562473     0.47213300     65528238.45990314
13.70870871     0.34597746     0.46997907     65300814.10831577
13.72372372     0.34664891     0.46758193     65038902.92025159
13.73873874     0.34760822     0.46516567     64773601.93971182
13.75375375     0.34877837     0.46277323     64510884.97221348
13.76876877     0.35022835     0.46029953     64236099.68662152
13.78378378     0.35240466     0.45787401     63967293.18427698
13.79879880     0.35544045     0.45639915     63830704.08519690
13.81381381     0.35830683     0.45658917     63926765.97451663
13.82882883     0.35979548     0.45788294     64177588.23397769
13.84384384     0.35965927     0.45916513     64427178.46577100
13.85885886     0.35825405     0.45965871     64566387.51516987
13.87387387     0.35617274     0.45879241     64514523.73637931
13.88888889     0.35440934     0.45641433     64249580.85343060
13.90390390     0.35384369     0.45316724     63861451.55240116
13.91891892     0.35462647     0.45015493     63505456.75560608
13.93393393     0.35598716     0.44817762     63294713.68820597
13.94894895     0.35697155     0.44702572     63200063.98824804
13.96396396     0.35741254     0.44603402     63127737.56997505
13.97897898     0.35753136     0.44505704     63057196.28276996
13.99399399     0.35712379     0.44401963     62977784.83916301
14.00900901     0.35622788     0.44228756     62799424.28861364
14.02402402     0.35571598     0.43954050     62476266.49238953
14.03903904     0.35636312     0.43651947     62113289.49657225
14.05405405     0.35791055     0.43422180     61852430.54733038
14.06906907     0.35959336     0.43296995     61740002.33685496
14.08408408     0.36076466     0.43262248     61756293.19631018
14.09909910     0.36089214     0.43266121     61827664.98844779
14.11411411     0.36004544     0.43220649     61828460.35989250
14.12912913     0.35900765     0.43091065     61708664.97736869
14.14414414     0.35825525     0.42922815     61533043.60586153
14.15915916     0.35758472     0.42750567     61351173.00874136
14.17417417     0.35682694     0.42561046     61143963.39297969
14.18918919     0.35608795     0.42344570     60897410.86820899
14.20420420     0.35546160     0.42100805     60610913.99109396
14.21921922     0.35509413     0.41833609     60289905.91363440
14.23423423     0.35507035     0.41560943     59960193.98205096
14.24924925     0.35532089     0.41299070     59645238.65695901
14.26426426     0.35576575     0.41051093     59349576.48041844
14.27927928     0.35647074     0.40831265     59093898.76556578
14.29429429     0.35712433     0.40679053     58935514.50978897
14.30930931     0.35692050     0.40574083     58845182.20860991
14.32432432     0.35565105     0.40409930     58668606.41673667
14.33933934     0.35432964     0.40117756     58305469.82999294
14.35435435     0.35389235     0.39770033     57860627.97373899
14.36936937     0.35388169     0.39454074     57460988.69152257
14.38438438     0.35357942     0.39129865     57048359.11872546
14.39939940     0.35344772     0.38724128     56515757.82644559
14.41441441     0.35437403     0.38275450     55919184.81966183
14.42942943     0.35629431     0.37871991     55387379.58735147
14.44444444     0.35868639     0.37543554     54964180.07735801
14.45945946     0.36115911     0.37291509     54651934.15165485
14.47447447     0.36336270     0.37102032     54430712.64120984
14.48948949     0.36506588     0.36945882     54257858.33207578
14.50450450     0.36623601     0.36782118     54073335.20170292
14.51951952     0.36713336     0.36573874     53822855.78437851
14.53453454     0.36828311     0.36307706     53486411.81570917
14.54954955     0.37026599     0.36024849     53124547.45245058
14.56456456     0.37304335     0.35811195     52863978.30762742
14.57957958     0.37581837     0.35711089     52770549.36973774
14.59459460     0.37782313     0.35684864     52786103.34030549
14.60960961     0.37896299     0.35657807     52800345.22330330
14.62462462     0.37969517     0.35594056     52760115.59143046
14.63963964     0.38033027     0.35511867     52692331.28721020
14.65465465     0.38074449     0.35430371     52625327.46743986
14.66966967     0.38063943     0.35330338     52530513.52272020
14.68468469     0.38014499     0.35149081     52314504.95606937
14.69969970     0.38011811     0.34869704     51951758.29034876
14.71471471     0.38104552     0.34564579     51549759.15424764
14.72972973     0.38258326     0.34284086     51183605.79121209
14.74474475     0.38453281     0.34018023     50838163.98357628
14.75975976     0.38708638     0.33771701     50521444.04990625
14.77477477     0.39035734     0.33580077     50285883.65880053
14.78978979     0.39421736     0.33499319     50215929.16276011
14.80480480     0.39794426     0.33581639     50390433.79954313
14.81981982     0.40047458     0.33803689     50775071.50476603
14.83483484     0.40125032     0.34076916     51237334.05858381
14.84984985     0.40029514     0.34313693     51645566.50646067
14.86486486     0.39792547     0.34437575     51884430.09477031
14.87987988     0.39486644     0.34378660     51847986.26078887
14.89489490     0.39242401     0.34121890     51512668.20740093
14.90990991     0.39174961     0.33768940     51031222.05364701
14.92492492     0.39272947     0.33473804     50636157.79103594
14.93993994     0.39419781     0.33306451     50433688.42517052
14.95495495     0.39521595     0.33221833     50356116.31742313
14.96996997     0.39569940     0.33155014     50305291.18659629
14.98498499     0.39586504     0.33083448     50247054.67213121
15.00000000     0.39582726     0.33004416     50177247.91164871

